Player,Pos,Squad,id,Age,Season,RATING,Sh/90,np:G-xG,Dist,npxG/Sh,Cmp%,A-xAG,Crs,TO,Tkl%,Tkl+Int,Err,Def Pen,Succ%,44986,onGA,xG+/-90,CrdY,CrdR,Won%,def,mid,forw,Age^2
Ryan Bertrand,defender,Southampton,1226327,30,2020,76,0.28,-0.4,19.7,0.05,75.6,-0.3,82,0,62.5,90,1,58,33.3,41,51,-0.28,5,0,41.1,1,0,0,900
Ryan Fraser,forward,Newcastle Utd,d56543a0,26,2020,75,1.26,-0.9,21.6,0.07,64.5,0.0,103,0,40.0,10,0,12,75.0,14,17,-0.22,2,1,18.5,0,0,1,676
RГєben Vezo,defender,Levante,c67cd65c,26,2020,76,0.19,0.7,15.2,0.06,83.3,-0.2,5,0,41.4,80,3,217,71.4,23,34,-0.48,7,0,57.8,1,0,0,676
Sadio ManГ©,forward,Liverpool,c691bfe2,28,2020,89,3.01,-3.1,13.7,0.15,75.0,0.0,60,15,36.4,63,0,16,56.9,88,28,0.77,3,0,35.7,0,0,1,784
Samuel Moutoussamy,forward,Nantes,af0c835b,23,2020,68,2.2,-0.1,24.5,0.04,89.7,0.0,2,0,0.0,0,0,0,0.0,0,0,-0.34,0,0,0.0,0,0,1,529
Samuel Umtiti,defender,Barcelona,3eed9821,26,2020,80,0.28,-0.2,9.6,0.08,93.8,0.0,0,0,50.0,14,0,50,100.0,0,4,1.44,1,0,56.0,1,0,0,676
Sanjin PrciД‡,midfielder,Strasbourg,51c30111,26,2020,69,1.78,-0.2,27.4,0.03,82.0,0.5,12,0,40.0,7,1,3,100.0,2,10,0.23,1,0,100.0,0,1,0,676
Santiago AscacГ­bar,midfielder,Hertha BSC,e26fcca3,23,2020,74,0.83,0.7,21.0,0.04,81.3,-0.3,4,1,53.6,43,0,22,33.3,4,9,-0.38,2,0,52.9,0,1,0,529
SaГ®f-Eddine Khaoui,forward,Marseille,796b1c41,25,2020,71,1.63,1.1,18.4,0.08,68.6,0.5,15,1,43.8,31,0,6,56.3,9,8,-0.23,4,0,7.7,0,0,1,625
SaЕЎa LukiД‡,midfielder,Torino,c6e8cf1f,23,2020,75,0.81,1.2,16.8,0.1,78.6,-1.2,35,3,30.0,49,0,20,62.2,38,39,-0.39,4,0,29.5,0,1,0,529
Scott McTominay,midfielder,Manchester Utd,d93c2511,23,2020,80,1.1,1.9,17.6,0.08,86.3,-0.7,12,2,63.9,80,0,82,74.3,37,25,0.45,3,0,61.5,0,1,0,529
Sead KolaЕЎinac,forward,Schalke 04,3935e52e,27,2020,75,0.38,0.7,15.1,0.06,79.0,-0.4,19,4,44.4,40,0,49,62.5,19,38,-1.0,5,0,40.0,0,0,1,729
Sebastian Rudy,midfielder,Hoffenheim,80f36c88,30,2020,76,0.8,0.2,23.1,0.05,71.7,0.7,93,1,35.6,48,1,39,37.5,26,29,0.08,4,0,37.0,0,1,0,900
Seko Fofana,midfielder,Lens,5313ed43,25,2020,78,1.56,-0.9,20.3,0.07,86.1,0.7,19,5,15.4,50,1,32,55.4,58,37,0.01,2,0,68.8,0,1,0,625
Serge Gnabry,forward,Bayern Munich,88e357ef,25,2020,85,3.23,2.0,16.8,0.14,77.9,-4.0,68,5,37.5,65,0,8,47.1,60,20,1.44,4,0,30.8,0,0,1,625
Sergej MilinkoviД‡-SaviД‡,midfielder,Lazio,4e6dbac4,25,2020,85,2.06,1.1,18.7,0.11,76.9,2.6,57,2,32.1,92,0,83,69.8,51,47,0.27,4,0,53.8,0,1,0,625
Sergio Busquets,midfielder,Barcelona,5ab0ea87,32,2020,86,0.11,-0.3,16.9,0.09,91.2,1.8,3,0,35.5,116,2,66,88.9,48,30,0.78,9,0,50.6,0,1,0,1024
Sergio CГіrdova,forward,Arminia,229cd98a,22,2020,70,1.65,-1.5,14.9,0.17,64.1,0.1,10,5,13.3,25,0,12,36.4,12,18,-0.81,0,0,36.6,0,0,1,484
Sergio Ramos,defender,Real Madrid,08511d65,34,2020,88,1.06,-2.6,13.6,0.18,91.6,-0.4,2,0,60.0,34,1,123,71.4,5,13,0.79,3,0,68.2,1,0,0,1156
Shane Long,forward,Southampton,9f472354,33,2020,72,0.86,-0.1,21.3,0.04,56.1,0.0,0,0,66.7,5,0,1,40.0,4,6,-1.59,0,0,54.5,0,0,1,1089
Simon KjГ¦r,defender,Milan,8b8a56ce,31,2020,83,0.6,-1.6,12.0,0.1,87.5,0.8,3,0,60.0,87,0,261,0.0,4,29,0.57,3,0,55.7,1,0,0,961
Simone Verdi,midfielder,Torino,0375723e,28,2020,75,2.22,-2.5,22.7,0.09,66.8,-0.7,154,4,31.6,27,2,7,61.9,41,24,-0.06,6,0,22.2,0,1,0,784
Sofiane Boufal,forward,Angers,b0c71810,26,2020,74,1.6,-0.7,16.4,0.13,71.8,-0.1,20,3,28.6,20,0,2,50.0,20,10,0.15,3,0,50.0,0,0,1,676
Solly March,forward,Brighton,bb5fbd2b,26,2020,75,1.18,0.3,17.0,0.08,69.1,-0.5,120,1,52.9,71,0,44,69.8,34,25,0.51,0,0,38.9,0,0,1,676
Stanislav Lobotka,midfielder,Napoli,e1cbb531,25,2020,77,0.0,0.0,0.0,0.0,90.7,0.0,0,0,0.0,1,1,1,66.7,2,2,0.07,2,0,33.3,0,1,0,625
Stefan Ilsanker,forward,Eint Frankfurt,8494acc4,31,2020,73,0.74,-0.3,14.7,0.1,78.7,-0.2,6,1,50.0,63,2,118,75.0,10,30,-0.15,4,0,54.9,0,0,1,961
Stefan Posch,defender,Hoffenheim,7f609bfc,23,2020,75,0.42,-0.7,21.4,0.07,78.8,-0.7,28,0,57.4,89,1,160,42.1,22,35,0.05,11,1,59.5,1,0,0,529
Stefan SaviД‡,defender,AtlГ©tico Madrid,f6ac68c1,29,2020,84,0.21,0.2,5.7,0.12,84.9,-0.1,3,0,61.8,82,0,201,100.0,16,20,0.39,14,0,66.4,1,0,0,841
Stefan de Vrij,defender,Inter,d0d8dd44,28,2020,85,0.4,-0.2,9.9,0.1,93.6,-0.5,2,0,62.5,69,0,223,83.3,9,27,0.9,2,0,61.5,1,0,0,784
Stefano Okaka,forward,Udinese,601ef102,30,2020,75,1.45,0.2,12.6,0.16,77.9,0.4,4,3,20.0,12,0,24,63.0,10,25,-0.49,2,0,47.3,0,0,1,900
Stefano Sensi,midfielder,Inter,b70bde8f,24,2020,80,2.69,-1.1,21.9,0.06,81.9,-0.9,34,1,36.4,16,0,6,50.0,13,4,0.96,1,1,50.0,0,1,0,576
Stevan JovetiД‡,forward,Monaco,f36c432f,30,2020,77,4.94,1.7,19.2,0.1,65.7,-0.6,25,4,23.1,11,0,4,60.0,23,10,1.42,1,0,33.3,0,0,1,900
StГ©phane Bahoken,forward,Angers,5046b7d4,28,2020,75,3.29,-1.5,16.1,0.13,70.3,1.0,20,4,33.3,18,0,9,58.3,18,28,-0.34,4,0,32.1,0,0,1,784
Suat Serdar,midfielder,Schalke 04,b3325a30,23,2020,76,1.47,-1.1,20.4,0.07,74.7,1.7,3,1,32.7,78,0,44,61.9,23,56,-1.17,3,0,42.4,0,1,0,529
SГ©amus Coleman,forward,Everton,0420d84f,31,2020,78,0.67,-0.9,19.7,0.07,81.0,1.2,35,2,70.0,52,2,73,60.6,28,19,0.04,0,0,45.0,0,0,1,961
Tanguy Ndombele,midfielder,Tottenham,5cdddffa,23,2020,82,0.77,1.4,18.4,0.09,85.0,0.2,7,5,40.9,60,0,26,74.7,46,24,-0.21,3,0,35.7,0,1,0,529
Theo HernГЎndez,defender,Milan,d4c9725f,22,2020,86,1.44,2.7,19.3,0.09,80.8,0.1,76,7,50.0,82,5,107,61.3,101,37,0.73,9,0,66.7,1,0,0,484
Theo Walcott,midfielder,Southampton,1ecb65be,31,2020,76,1.61,0.7,20.2,0.08,70.4,2.0,29,1,34.4,37,0,13,33.3,36,27,-0.59,0,0,31.4,0,1,0,961
Thiago Mendes,midfielder,Lyon,c6e5d20f,28,2020,78,0.92,-1.0,22.9,0.04,87.4,-0.3,12,1,47.4,76,2,48,65.2,19,28,0.86,5,1,54.3,0,1,0,784
Thiago Silva,defender,Chelsea,86e7deaf,35,2020,85,0.6,0.3,8.8,0.13,92.7,-0.3,3,0,66.7,53,1,243,66.7,13,20,0.99,5,1,63.5,1,0,0,1225
Thilo Kehrer,defender,Paris S-G,51dbeea9,23,2020,76,0.39,-0.8,13.4,0.12,92.0,-0.7,10,0,38.5,46,1,99,60.0,13,14,1.06,3,0,61.2,1,0,0,529
Thomas Delaney,midfielder,Dortmund,fe641c1a,28,2020,81,0.56,0.4,13.5,0.07,82.6,0.8,7,0,35.5,62,1,33,40.0,3,19,0.31,6,0,72.5,0,1,0,784
Thomas Lemar,midfielder,AtlГ©tico Madrid,4dbd0916,24,2020,83,1.52,-0.6,21.9,0.07,79.8,1.0,70,3,45.8,41,0,15,85.7,37,11,0.46,4,0,41.2,0,1,0,576
Thomas Mangani,midfielder,Angers,c801616a,33,2020,74,0.7,-0.9,25.8,0.04,80.1,-0.7,108,1,33.3,92,0,65,62.5,19,42,-0.26,3,0,48.8,0,1,0,1089
Thomas Meunier,defender,Dortmund,e162b013,28,2020,77,0.73,0.0,18.7,0.08,80.4,-0.5,48,1,69.0,48,2,50,75.0,55,22,0.52,3,0,46.7,1,0,0,784
Thomas Monconduit,midfielder,Lorient,84d94b91,29,2020,71,1.72,0.8,27.5,0.05,79.6,-0.9,12,3,36.6,41,1,32,63.6,13,30,-0.45,4,0,41.9,0,1,0,841
Thomas MГјller,midfielder,Bayern Munich,3c6089ab,30,2020,87,1.68,2.6,13.9,0.15,72.3,9.0,93,2,32.9,70,1,28,75.0,56,37,1.04,0,0,41.5,0,1,0,900
Thomas Partey,midfielder,Arsenal,529f49ab,27,2020,83,1.53,-1.3,27.1,0.05,86.5,1.0,6,2,42.9,67,0,42,80.0,37,18,0.19,5,0,56.1,0,1,0,729
Thorgan Hazard,midfielder,Dortmund,50871bcc,27,2020,82,1.38,0.2,18.2,0.08,80.2,-0.5,29,1,23.1,18,0,8,50.0,15,8,1.13,0,0,9.1,0,1,0,729
Timo Werner,forward,Chelsea,49fe9070,24,2020,84,2.73,-5.4,13.8,0.14,76.3,2.4,35,7,16.3,28,0,5,36.3,49,29,0.82,2,0,22.2,0,0,1,576
Timothy Castagne,defender,Leicester City,197640fd,24,2020,79,0.31,0.9,10.9,0.14,83.1,0.8,46,0,54.5,81,1,70,45.8,27,37,0.28,1,0,48.2,1,0,0,576
Timothy Fosu-Mensah,defender,Leverkusen,a9142dc3,22,2020,73,0.44,-0.2,14.2,0.08,84.6,-0.1,9,0,50.0,11,0,14,60.0,1,5,-0.18,2,0,80.0,1,0,0,484
Timothy Weah,forward,Lille,8eec784d,20,2020,74,2.46,0.0,16.6,0.12,73.9,-1.2,21,0,50.0,19,0,3,53.3,14,7,0.54,1,0,35.5,0,0,1,400
Tobias Strobl,midfielder,Augsburg,17780d2b,30,2020,74,0.29,-0.9,16.5,0.15,81.1,-0.8,7,0,33.3,49,0,49,75.0,12,32,-0.61,4,0,38.8,0,1,0,900
Tom Davies,midfielder,Everton,9228b07c,22,2020,75,0.44,-0.2,25.8,0.03,81.0,0.1,5,1,41.0,65,2,57,75.0,7,23,-0.39,3,0,41.7,0,1,0,484
TomГЎs RincГіn,midfielder,Torino,f1cfc209,32,2020,74,0.7,-0.3,18.8,0.06,83.1,-0.9,21,2,50.7,99,0,75,72.0,29,56,-0.26,10,1,57.1,0,1,0,1024
Toni Kroos,midfielder,Real Madrid,6ce1f46f,30,2020,88,1.45,0.7,22.7,0.07,89.5,3.1,126,0,25.0,57,3,35,88.9,57,21,0.49,6,0,60.0,0,1,0,900
Tony Jantschke,defender,M'Gladbach,34b54da7,30,2020,73,0.67,-0.2,12.3,0.08,91.6,0.0,0,0,33.3,6,0,11,0.0,0,6,0.81,1,0,42.9,1,0,0,900
Trent Alexander-Arnold,defender,Liverpool,cd1acf9d,21,2020,87,1.63,-0.6,24.9,0.05,74.5,-1.6,297,6,64.3,105,3,73,52.5,95,40,0.71,2,0,25.8,1,0,0,441
Tristan DingomГ©,midfielder,Reims,92b56413,29,2020,72,0.0,0.0,0.0,0.0,80.0,0.0,0,0,0.0,0,0,0,0.0,0,0,-0.45,0,0,0.0,0,1,0,841
Tyrone Mings,defender,Aston Villa,8397a50c,27,2020,78,0.54,0.1,9.9,0.1,77.5,1.6,5,1,66.7,73,3,342,75.0,10,42,0.05,6,1,72.0,1,0,0,729
Valentin Rongier,midfielder,Marseille,ed45c4a5,25,2020,77,0.81,0.3,24.7,0.04,86.2,1.0,3,1,50.6,121,1,40,68.4,23,22,0.09,8,0,53.2,0,1,0,625
Victor LindelГ¶f,defender,Manchester Utd,f5deef4c,26,2020,80,0.14,0.4,6.4,0.15,89.6,0.7,1,0,50.0,52,1,263,50.0,18,30,0.61,0,0,66.0,1,0,0,676
Vincent Manceau,defender,Angers,c26a3918,31,2020,74,0.23,-0.2,22.6,0.03,79.0,-0.9,62,0,47.6,77,0,74,50.0,34,35,-0.28,4,0,54.2,1,0,0,961
Vincent Pajot,midfielder,Metz,f86ca403,29,2020,70,0.59,-0.6,11.4,0.1,87.2,-0.2,11,0,55.6,77,0,15,50.0,8,11,-0.16,3,0,54.5,0,1,0,841
Vincenzo Grifo,midfielder,Freiburg,54e4866f,27,2020,79,2.1,0.1,20.7,0.09,73.0,2.9,134,4,41.2,45,1,18,54.4,56,40,-0.12,2,0,48.0,0,1,0,729
Virgil van Dijk,defender,Liverpool,e06683ca,29,2020,89,0.97,0.8,14.8,0.06,89.8,0.0,0,0,0.0,8,1,23,0.0,1,11,1.18,1,0,66.7,1,0,0,841
VladimГ­r Darida,midfielder,Hertha BSC,3eb0f2df,29,2020,76,1.28,-0.7,23.2,0.06,71.4,0.8,79,3,29.0,61,0,16,58.8,34,36,-0.22,5,1,46.2,0,1,0,841
Wahbi Khazri,forward,Saint-Г‰tienne,2677a1de,29,2020,76,2.21,1.6,22.9,0.08,67.6,-0.5,29,3,50.0,28,0,13,44.1,28,10,0.13,5,1,14.8,0,0,1,841
Walace,midfielder,Udinese,26db8853,25,2020,73,0.74,-0.7,24.3,0.04,88.2,-0.3,2,1,35.0,84,0,56,72.7,13,36,-0.52,4,0,48.1,0,1,0,625
Weston McKennie,midfielder,Juventus,01c3aff5,21,2020,77,1.53,0.1,10.7,0.17,83.9,-1.3,9,4,36.4,62,0,42,82.6,27,16,1.09,5,0,50.9,0,1,0,441
Wilfred Ndidi,forward,Leicester City,6b47c5db,23,2020,85,0.66,0.3,20.0,0.04,86.4,2.7,5,0,39.4,157,0,110,53.3,22,31,0.31,6,0,64.4,0,0,1,529
Wilfried Zaha,forward,Crystal Palace,b2bc3b1f,27,2020,82,2.0,2.5,16.9,0.11,74.7,-1.1,41,21,36.7,35,0,2,47.0,66,52,-0.55,6,0,25.7,0,0,1,729
Willi Orban,defender,RB Leipzig,20030c06,27,2020,81,0.88,0.2,8.4,0.17,87.0,-0.6,10,0,62.2,80,0,172,72.7,30,24,1.05,4,0,68.1,1,0,0,729
Wissam Ben Yedder,forward,Monaco,942b4f90,29,2020,84,2.35,-0.2,17.7,0.15,72.9,0.3,17,9,23.1,31,0,5,50.8,38,36,0.82,3,0,35.7,0,0,1,841
Xherdan Shaqiri,midfielder,Liverpool,6421ec64,28,2020,79,1.78,-0.5,22.8,0.04,84.3,-0.5,22,0,28.6,9,0,2,66.7,9,7,0.07,2,0,22.2,0,1,0,784
Yacine Adli,midfielder,Bordeaux,26777636,20,2020,75,0.89,0.1,20.0,0.08,81.4,0.6,53,8,38.0,113,2,40,63.3,50,47,-0.37,6,0,50.0,0,1,0,400
Yannick Gerhardt,midfielder,Wolfsburg,62ab9184,26,2020,77,1.44,-1.9,15.2,0.13,72.5,0.6,39,1,40.4,73,0,39,50.0,29,24,0.04,3,0,41.9,0,1,0,676
Yerry Mina,defender,Everton,6d5701f2,25,2020,79,0.79,0.4,11.2,0.09,90.1,0.0,0,0,66.7,45,1,208,33.3,5,22,0.1,2,0,67.7,1,0,0,625
Youri Tielemans,midfielder,Leicester City,56f7a928,23,2020,84,1.26,1.2,23.5,0.06,78.0,0.9,138,4,41.7,132,1,53,67.2,39,50,0.24,6,0,54.8,0,1,0,529
Youssef En-Nesyri,forward,Sevilla,04e17fd5,23,2020,82,3.04,2.4,12.2,0.21,65.7,-2.6,13,4,19.0,25,0,26,41.7,14,24,0.5,2,0,55.2,0,0,1,529
Youssouf Sabaly,defender,Bordeaux,fbbb9269,27,2020,74,0.4,0.4,21.9,0.05,83.6,0.5,50,8,60.0,96,2,98,57.7,55,47,-0.33,4,0,50.0,1,0,0,729
Yussuf Poulsen,forward,RB Leipzig,d2416c2e,26,2020,77,2.99,0.4,14.5,0.1,70.9,2.2,7,2,5.9,16,0,13,68.4,13,15,0.88,1,0,54.9,0,0,1,676
Yves Bissouma,midfielder,Brighton,6c203af0,23,2020,79,1.22,-0.4,26.5,0.03,87.0,-0.9,7,4,49.3,168,0,99,72.6,45,42,0.4,8,1,63.3,0,1,0,529
Zaydou Youssouf,midfielder,Saint-Г‰tienne,e2f9bb5f,21,2020,71,1.1,-0.4,22.8,0.09,78.7,0.4,20,1,40.0,55,1,17,74.2,13,20,-0.03,2,0,31.8,0,1,0,441
ГЃdГЎm Szalai,forward,Mainz 05,53e07d0b,32,2020,71,1.72,-1.4,14.9,0.17,54.3,-0.6,6,0,25.0,9,0,6,46.2,2,7,0.42,1,0,32.9,0,0,1,1024
ГЃngel Correa,forward,AtlГ©tico Madrid,01eb744d,25,2020,83,1.96,1.3,17.4,0.15,76.8,2.3,35,11,33.3,60,0,16,58.9,32,14,0.55,3,0,22.7,0,0,1,625
ГЃngel Di MarГ­a,forward,Paris S-G,19cda00b,32,2020,87,2.91,-0.7,21.5,0.08,72.5,-2.2,188,9,24.4,32,0,13,51.3,67,13,1.28,1,0,0.0,0,0,1,1024
Г‡aДџlar SГ¶yГјncГј,defender,Leicester City,21166ff4,24,2020,80,0.49,0.3,10.4,0.07,87.4,-0.5,10,1,56.7,55,1,137,66.7,18,30,0.37,2,0,62.9,1,0,0,576
Г“scar Duarte,defender,Levante,aa0ac32d,31,2020,73,0.31,0.2,10.0,0.11,83.2,-0.2,1,0,55.6,58,1,251,100.0,5,36,-0.42,2,0,60.2,1,0,0,961
Д°lkay GГјndoДџan,midfielder,Manchester City,819b3158,29,2020,85,2.31,4.6,17.3,0.14,90.4,-1.5,30,6,25.6,45,0,20,69.2,69,16,1.2,1,0,45.8,0,1,0,841
Aaron Cresswell,defender,West Ham,4f974391,31,2021,78,0.59,0.9,20.5,0.06,79.0,-0.2,145,0,52.0,63,0,126,47.1,45,38,-0.08,3,0,57.1,1,0,0,961
Aaron Ramsey,midfielder,Juventus,ef619b0b,30,2021,62,0.0,0.0,0.0,0.0,89.4,-0.1,0,0,0.0,1,0,1,0.0,0,3,-1.36,0,0,0.0,0,1,0,900
Abdou Diallo,defender,Paris S-G,fc62f087,25,2021,77,0.21,-0.1,16.3,0.04,88.5,0.3,18,0,57.1,32,1,51,73.1,25,9,0.62,1,0,70.0,1,0,0,625
Abdoulaye Bamba,midfielder,Angers,7fecbcdb,31,2021,71,0.2,-0.2,7.3,0.24,76.5,-0.1,10,0,36.4,15,0,18,0.0,5,9,-1.16,1,0,54.5,0,1,0,961
Abdoulaye DoucourГ©,midfielder,Everton,02b29014,28,2021,79,1.21,-0.2,17.9,0.06,78.8,2.0,11,3,45.1,103,0,63,51.2,28,47,-0.34,6,0,48.6,0,1,0,784
Abdoulaye TourГ©,midfielder,Genoa,ef7cd87a,27,2021,72,0.84,-0.1,21.7,0.04,75.6,0.0,3,1,45.5,16,0,8,66.7,1,9,-0.96,1,0,55.6,0,1,0,729
Achraf Hakimi,defender,Paris S-G,e42d61c7,22,2021,84,0.73,1.5,15.9,0.13,88.9,1.9,52,5,55.6,102,2,59,39.6,52,25,1.12,3,1,31.0,1,0,0,484
Adam Lallana,midfielder,Brighton,99813635,33,2021,75,1.1,-1.1,19.8,0.06,86.9,0.1,3,0,29.3,50,1,40,60.9,21,20,0.1,4,0,65.2,0,1,0,1089
Adam MaruЕЎiД‡,defender,Lazio,d4535821,28,2021,79,0.26,0.8,25.5,0.02,87.4,-0.5,29,1,40.6,71,0,116,56.0,27,41,0.36,6,1,60.0,1,0,0,784
Adam Ounas,midfielder,Napoli,ed90babd,24,2021,73,3.59,-0.7,18.7,0.05,77.5,-0.8,16,8,42.9,8,0,4,85.7,14,4,0.88,1,0,25.0,0,1,0,576
Adama Soumaoro,defender,Bologna,7b075c75,29,2021,74,0.32,-0.9,8.3,0.11,89.2,0.0,2,0,44.4,49,0,136,80.0,20,26,-0.07,6,2,73.8,1,0,0,841
Ademola Lookman,forward,Leicester City,7c104bb7,23,2021,77,1.61,1.5,15.0,0.17,75.6,-1.9,18,4,35.7,42,0,7,65.5,26,31,-0.27,2,0,21.4,0,0,1,529
Admir Mehmedi,defender,Wolfsburg,b500b384,30,2021,73,0.0,0.0,0.0,0.0,60.0,0.0,0,0,0.0,0,0,0,0.0,0,0,2.36,0,0,0.0,1,0,0,900
Adnan Januzaj,forward,Real Sociedad,4737cebe,26,2021,78,2.22,-1.5,23.1,0.06,64.9,-2.9,146,5,37.5,29,0,19,58.2,61,14,0.31,5,0,34.5,0,0,1,676
Adrien Tameze,forward,Hellas Verona,8da74c05,27,2021,77,0.8,2.8,21.5,0.05,79.4,0.1,31,5,33.9,104,0,79,56.7,33,36,0.02,4,0,52.6,0,0,1,729
Adrien Thomasson,midfielder,Strasbourg,c76b7567,27,2021,77,1.81,1.8,16.3,0.13,75.9,0.7,57,6,32.3,93,1,26,56.4,42,33,0.36,2,1,34.8,0,1,0,729
Ainsley Maitland-Niles,defender,Roma,e3a5814e,23,2021,75,0.55,-0.3,18.5,0.09,76.4,-0.6,25,0,35.7,14,0,9,60.0,7,8,0.88,0,0,88.9,1,0,0,529
Alberto Grassi,midfielder,Cagliari,6cc97b6a,26,2021,72,0.99,-1.1,19.8,0.05,80.7,-1.0,5,0,42.1,110,1,77,66.7,13,36,-0.45,6,1,65.9,0,1,0,676
Albin Ekdal,midfielder,Sampdoria,f503ea63,32,2021,75,0.77,0.1,15.2,0.06,78.8,-0.3,2,0,46.4,72,0,51,65.2,11,27,-0.56,11,1,58.5,0,1,0,1024
Alessandro Bastoni,defender,Inter,75b86fb3,22,2021,84,0.35,0.7,20.5,0.04,88.3,0.0,29,2,50.0,79,1,242,57.9,30,18,0.95,4,0,62.3,1,0,0,484
Alessandro Florenzi,midfielder,Milan,e288d4b3,30,2021,79,1.72,1.3,23.7,0.03,79.6,-0.9,56,0,43.8,55,1,31,80.0,16,10,0.69,2,0,50.0,0,1,0,900
Alessandro SchГ¶pf,midfielder,Arminia,106bca06,27,2021,70,1.31,-1.0,21.4,0.06,76.9,-2.6,58,3,46.7,70,1,36,55.6,40,44,-1.11,3,1,40.7,0,1,0,729
Alessio Romagnoli,defender,Milan,3ead85f9,26,2021,80,0.77,0.4,14.2,0.05,89.4,-0.1,1,0,77.8,43,0,116,100.0,0,16,0.27,4,1,70.8,1,0,0,676
Alex Ferrari,defender,Sampdoria,d0dbca9f,27,2021,72,0.22,0.4,18.5,0.14,83.0,0.0,7,0,57.6,79,1,142,28.6,7,26,-0.49,4,0,52.3,1,0,0,729
Alex Iwobi,forward,Everton,6ca5ec4b,25,2021,75,1.06,-0.3,16.4,0.1,76.6,-0.6,32,2,40.4,60,2,40,56.1,37,38,-0.42,1,0,30.0,0,0,1,625
Alex Oxlade-Chamberlain,midfielder,Liverpool,38c7feef,27,2021,77,2.41,0.7,21.5,0.06,77.6,-0.1,26,2,21.4,21,0,5,70.6,28,7,1.39,0,0,29.4,0,1,0,729
Alex Sandro,defender,Juventus,0d82903c,30,2021,80,0.46,-0.9,13.0,0.1,83.8,-0.3,35,1,44.0,54,0,84,48.3,32,25,0.24,3,0,60.8,1,0,0,900
Alexander Djiku,defender,Strasbourg,43e7a164,26,2021,77,0.5,-1.1,11.3,0.14,82.2,-0.6,15,0,51.4,111,2,175,43.8,25,35,0.16,10,1,71.0,1,0,0,676
Alexander Hack,defender,Mainz 05,a5ec3ede,27,2021,74,1.0,0.2,16.4,0.12,78.9,-0.2,5,0,63.0,103,1,172,58.3,6,23,0.47,6,1,58.8,1,0,0,729
Alexandre Lacazette,forward,Arsenal,9dbb75ca,30,2021,81,2.17,-4.0,15.4,0.14,75.4,4.0,7,4,33.3,32,0,4,57.6,15,17,0.75,0,0,30.9,0,0,1,900
Alexis SГЎnchez,forward,Inter,2c0f8e9e,32,2021,79,3.37,0.7,16.0,0.13,76.3,0.0,35,2,18.2,11,0,4,53.8,14,10,1.28,0,0,38.5,0,0,1,1024
Alfred Duncan,midfielder,Fiorentina,528492ea,28,2021,75,0.51,1.1,18.5,0.08,78.1,0.0,44,0,34.4,44,0,18,56.5,27,25,0.41,3,0,34.6,0,1,0,784
Allan Saint-Maximin,forward,Newcastle Utd,2b16cb1a,24,2021,81,2.05,-0.2,19.7,0.08,70.8,0.7,60,31,17.6,24,0,7,62.2,119,54,-0.65,6,0,50.0,0,0,1,576
Almamy TourГ©,forward,Eint Frankfurt,c8c60119,25,2021,74,1.07,-1.0,13.3,0.16,70.7,0.0,12,0,23.5,17,0,27,33.3,6,8,-0.34,2,0,46.4,0,0,1,625
Amadou Diawara,midfielder,Roma,bf309d24,24,2021,74,0.53,0.0,25.5,0.01,78.9,0.0,0,0,33.3,7,0,3,100.0,0,1,0.36,0,0,100.0,0,1,0,576
Ambroise Oyongo,defender,Montpellier,e3e05edf,30,2021,78,0.82,0.7,22.8,0.04,71.7,-0.2,23,0,60.0,19,0,29,100.0,6,14,-0.92,5,0,25.0,1,0,0,900
Amine Harit,forward,Marseille,e7d59f4f,24,2021,75,1.16,1.5,16.5,0.17,86.9,1.2,28,3,52.9,22,0,3,44.6,35,14,0.68,1,0,30.0,0,0,1,576
Anastasios Donis,forward,Reims,0f26fd24,24,2021,66,2.43,-0.9,19.4,0.09,54.8,-0.3,24,0,33.3,8,0,2,38.9,11,4,0.38,0,1,28.6,0,0,1,576
Ander Herrera,midfielder,Paris S-G,436a9dd0,31,2021,79,1.15,2.2,22.3,0.06,91.5,0.6,6,2,35.9,43,0,32,60.0,15,11,0.81,2,0,40.0,0,1,0,961
Andrea Conti,forward,Sampdoria,8fef5412,27,2021,73,1.54,0.6,12.4,0.09,75.6,0.0,0,1,50.0,11,0,11,66.7,3,6,-0.96,1,0,0.0,0,0,1,729
Andrea Petagna,forward,Napoli,03f946ed,26,2021,76,2.0,1.4,13.7,0.13,70.4,-0.7,3,0,25.0,3,0,5,64.3,10,6,0.77,1,0,45.9,0,0,1,676
Andrea Ranocchia,defender,Inter,539230cf,33,2021,74,0.53,-0.5,7.3,0.23,91.9,0.0,0,0,33.3,12,0,42,0.0,1,4,1.34,1,0,69.6,1,0,0,1089
Andreas Christensen,defender,Chelsea,1cb49278,25,2021,82,0.3,-0.6,19.7,0.12,89.9,-0.2,1,1,57.1,43,1,147,100.0,15,11,0.67,2,0,55.8,1,0,0,625
Andrei Girotto,forward,Nantes,3befc2b6,29,2021,78,1.29,3.1,16.1,0.06,80.9,-0.2,9,0,50.5,154,0,217,54.5,33,44,-0.14,8,0,62.4,0,0,1,841
Andrej KramariД‡,forward,Hoffenheim,603cb947,30,2021,82,3.09,-6.6,15.8,0.14,77.9,1.0,62,5,41.2,17,1,10,53.6,58,56,-0.07,2,0,37.8,0,0,1,900
Andrew Robertson,defender,Liverpool,2e4f5f03,27,2021,87,0.64,1.6,16.9,0.08,80.2,4.4,195,1,57.1,59,0,77,56.5,85,20,1.37,5,1,65.0,1,0,0,729
