Player,Pos,Squad,id,Age,Season,RATING,Gls,SoT%,Cmp%,Ast,Tkl%,Clr,Att.5,Succ%,PPM,CrdY,CrdR,Won%,def,mid,forw,Age^2
Weston McKennie,forward,Schalke 04,01c3aff5,20,2019,75,3,25.0,79.1,0,32.5,39,46,58.7,1.14,8,0,59.4,0,0,1,400
Wilfred Ndidi,midfielder,Leicester City,6b47c5db,22,2019,84,2,11.5,84.9,1,49.5,69,32,68.8,1.78,6,0,55.0,0,1,0,484
Wilfried Zaha,forward,Crystal Palace,b2bc3b1f,26,2019,83,4,27.9,78.1,3,24.5,4,267,61.0,1.13,5,0,28.6,0,0,1,676
Willi Orban,defender,RB Leipzig,20030c06,26,2019,79,1,42.9,87.5,0,60.0,52,2,100.0,1.67,0,0,65.5,1,0,0,676
Wissam Ben Yedder,forward,Monaco,942b4f90,28,2019,84,18,54.1,72.2,4,42.1,1,56,60.7,1.5,1,0,26.1,0,0,1,784
Xherdan Shaqiri,forward,Liverpool,6421ec64,27,2019,81,1,25.0,80.9,0,0.0,0,4,50.0,2.57,0,0,42.9,0,0,1,729
Yacine Adli,midfielder,Bordeaux,26777636,19,2019,70,3,35.3,78.5,3,32.4,3,48,54.2,1.33,3,0,43.5,0,1,0,361
Yannick Gerhardt,midfielder,Wolfsburg,62ab9184,25,2019,75,2,36.4,75.7,0,38.1,9,11,54.5,1.72,1,0,55.0,0,1,0,625
Yerry Mina,defender,Everton,6d5701f2,24,2019,78,2,37.9,83.2,1,75.0,102,8,75.0,1.28,3,0,62.1,1,0,0,576
Youri Tielemans,midfielder,Leicester City,56f7a928,22,2019,81,3,23.2,79.8,6,32.4,18,48,60.4,1.59,2,0,45.5,0,1,0,484
Youssef En-Nesyri,forward,Sevilla,04e17fd5,22,2019,78,4,38.1,61.5,0,30.0,7,14,35.7,1.78,1,0,45.9,0,0,1,484
Youssouf Sabaly,defender,Bordeaux,fbbb9269,26,2019,75,0,20.0,79.8,1,27.3,23,19,52.6,1.08,1,0,48.1,1,0,0,676
Yussuf Poulsen,forward,RB Leipzig,d2416c2e,25,2019,78,5,30.3,66.4,6,19.0,15,24,62.5,1.77,2,0,39.8,0,0,1,625
Yves Bissouma,midfielder,Brighton,6c203af0,22,2019,75,1,43.8,84.1,0,42.5,23,48,66.7,1.05,4,0,51.6,0,1,0,484
Zaydou Youssouf,midfielder,Saint-Г‰tienne,e2f9bb5f,20,2019,71,0,25.0,79.7,0,42.9,13,41,87.8,1.38,4,0,45.0,0,1,0,400
ГЃdГЎm Szalai,forward,Mainz 05,53e07d0b,31,2019,71,1,33.3,59.7,1,9.1,14,17,70.6,1.22,1,0,50.0,0,0,1,961
ГЃngel Correa,midfielder,AtlГ©tico Madrid,01eb744d,24,2019,82,5,37.2,72.9,6,25.0,21,68,54.4,1.79,5,0,22.0,0,1,0,576
ГЃngel Di MarГ­a,forward,Paris S-G,19cda00b,31,2019,87,8,30.6,70.3,14,11.8,1,133,50.4,2.5,2,0,25.0,0,0,1,961
Г‡aДџlar SГ¶yГјncГј,defender,Leicester City,21166ff4,23,2019,80,1,29.4,89.1,1,58.7,156,22,77.3,1.65,4,1,62.9,1,0,0,529
Г“scar Duarte,defender,Levante,aa0ac32d,30,2019,72,0,25.0,82.0,0,75.0,29,1,100.0,1.5,0,0,43.5,1,0,0,900
Д°lkay GГјndoДџan,midfielder,Manchester City,819b3158,28,2019,83,2,19.4,90.9,1,22.0,13,24,75.0,2.03,7,0,42.3,0,1,0,784
Aaron Cresswell,defender,West Ham,4f974391,30,2020,79,0,21.1,74.1,8,56.3,79,10,40.0,1.81,3,0,54.7,1,0,0,900
Aaron Ramsey,midfielder,Juventus,ef619b0b,29,2020,80,2,45.8,85.4,4,32.0,8,13,76.9,2.18,2,0,38.1,0,1,0,841
Abdou Diallo,defender,Paris S-G,fc62f087,24,2020,78,0,0.0,92.6,1,61.5,36,26,65.4,2.23,3,2,63.9,1,0,0,576
Abdoulaye Bamba,defender,Angers,7fecbcdb,30,2020,73,0,100.0,74.3,0,67.9,34,9,44.4,1.25,2,0,52.6,1,0,0,900
Abdoulaye DoucourГ©,midfielder,Everton,02b29014,27,2020,79,2,27.8,84.3,3,32.6,31,33,63.6,1.69,6,0,66.7,0,1,0,729
Abdoulaye TourГ©,midfielder,Nantes,ef7cd87a,26,2020,72,2,15.4,84.5,2,45.2,19,30,70.0,0.83,2,0,60.0,0,1,0,676
Achraf Hakimi,defender,Inter,e42d61c7,21,2020,85,7,41.0,81.4,8,47.9,23,64,51.6,2.38,6,0,36.4,1,0,0,441
Adam Lallana,midfielder,Brighton,99813635,32,2020,75,1,22.7,83.9,1,20.5,13,28,64.3,1.13,0,0,27.8,0,1,0,1024
Adam MaruЕЎiД‡,defender,Lazio,d4535821,27,2020,79,2,44.4,83.1,3,50.0,54,51,47.1,1.72,3,0,50.9,1,0,0,729
Adam Ounas,forward,Crotone,ed90babd,23,2020,74,4,40.0,77.3,4,0.0,4,75,76.0,0.73,1,0,39.1,0,0,1,529
Adama Soumaoro,defender,Bologna,7b075c75,28,2020,75,1,25.0,88.9,0,50.0,72,6,100.0,1.05,4,0,80.0,1,0,0,784
Ademola Lookman,forward,Fulham,7c104bb7,22,2020,77,4,32.4,74.4,4,29.5,9,128,64.1,0.82,5,0,24.1,0,0,1,484
Admir Mehmedi,midfielder,Wolfsburg,b500b384,29,2020,74,0,42.9,77.3,2,37.5,1,8,87.5,1.94,0,0,20.8,0,1,0,841
Adnan Januzaj,forward,Real Sociedad,4737cebe,25,2020,81,4,31.0,70.0,5,37.5,4,67,67.2,1.7,2,0,42.1,0,0,1,625
Adrien Tameze,midfielder,Hellas Verona,8da74c05,26,2020,75,1,16.7,79.1,0,40.7,46,45,75.6,1.27,6,0,47.8,0,1,0,676
Adrien Thomasson,midfielder,Strasbourg,c76b7567,26,2020,76,5,31.9,76.1,1,20.7,2,47,51.1,1.11,8,1,27.0,0,1,0,676
Ainsley Maitland-Niles,midfielder,West Brom,e3a5814e,22,2020,75,0,30.0,75.2,0,32.1,24,33,48.5,0.93,2,0,20.8,0,1,0,484
Alberto Grassi,forward,Parma,6cc97b6a,25,2020,73,0,30.0,78.5,0,27.6,32,14,50.0,0.65,3,0,59.1,0,0,1,625
Albin Ekdal,midfielder,Sampdoria,f503ea63,31,2020,76,2,21.4,83.7,1,35.4,35,24,83.3,1.31,9,0,54.8,0,1,0,961
Alessandro Bastoni,defender,Inter,75b86fb3,21,2020,80,0,10.0,89.5,3,63.0,75,15,80.0,2.45,6,0,60.0,1,0,0,441
Alessandro Florenzi,defender,Paris S-G,e288d4b3,29,2020,81,2,38.1,80.8,1,41.4,25,11,45.5,2.0,1,0,39.4,1,0,0,841
Alessandro SchГ¶pf,forward,Schalke 04,106bca06,26,2020,71,0,10.0,79.7,0,16.7,6,30,40.0,0.42,0,0,31.6,0,0,1,676
Alessio Romagnoli,defender,Milan,3ead85f9,25,2020,82,1,20.0,89.4,1,42.1,80,0,0.0,2.09,7,0,67.9,1,0,0,625
Alex Ferrari,defender,Sampdoria,d0dbca9f,26,2020,70,0,0.0,83.4,1,62.5,26,2,50.0,1.42,3,0,68.0,1,0,0,676
Alex Iwobi,forward,Everton,6ca5ec4b,24,2020,77,1,20.0,75.6,2,52.0,14,71,63.4,1.53,0,0,27.3,0,0,1,576
Alex Oxlade-Chamberlain,midfielder,Liverpool,38c7feef,26,2020,79,1,50.0,74.1,1,0.0,0,7,14.3,1.54,0,0,57.1,0,1,0,676
Alex Sandro,defender,Juventus,0d82903c,29,2020,83,2,23.1,85.0,1,52.0,57,28,78.6,2.23,2,0,62.3,1,0,0,841
Alexander Djiku,forward,Strasbourg,43e7a164,25,2020,76,0,18.8,83.9,0,61.5,104,6,83.3,1.27,8,0,59.6,0,0,1,625
Alexander Hack,defender,Mainz 05,a5ec3ede,26,2020,71,1,28.6,76.5,0,58.1,91,7,100.0,1.14,2,0,60.5,1,0,0,676
Alexandre Lacazette,forward,Arsenal,9dbb75ca,29,2020,82,13,59.5,77.4,2,18.2,13,36,61.1,1.52,3,0,30.7,0,0,1,841
Alexis SГЎnchez,forward,Inter,2c0f8e9e,31,2020,80,7,53.6,77.3,5,27.8,1,36,66.7,2.47,0,0,47.4,0,0,1,961
Alfred Duncan,midfielder,Cagliari,528492ea,27,2020,74,0,0.0,80.6,1,19.0,8,27,66.7,1.16,2,0,40.0,0,1,0,729
Allan Saint-Maximin,forward,Newcastle Utd,2b16cb1a,23,2020,79,3,40.0,80.0,4,44.4,2,145,66.2,1.36,0,0,40.0,0,0,1,529
Almamy TourГ©,defender,Eint Frankfurt,c8c60119,24,2020,74,1,26.7,65.1,1,71.4,22,16,62.5,2.24,2,0,56.3,1,0,0,576
Amadou Diawara,midfielder,Roma,bf309d24,23,2020,76,1,57.1,89.8,0,25.0,4,5,100.0,1.5,4,1,50.0,0,1,0,529
Ambroise Oyongo,defender,Montpellier,e3e05edf,29,2020,74,1,100.0,75.2,1,60.0,26,6,16.7,1.38,1,0,60.0,1,0,0,841
Amine Harit,midfielder,Schalke 04,e7d59f4f,23,2020,75,2,22.7,73.5,5,43.5,7,142,63.4,0.5,4,0,21.4,0,1,0,529
Anastasios Donis,midfielder,Reims,0f26fd24,23,2020,69,0,0.0,50.0,0,100.0,0,2,0.0,0.0,0,1,100.0,0,1,0,529
Ander Herrera,midfielder,Paris S-G,436a9dd0,30,2020,79,1,19.0,90.3,3,39.0,22,23,52.2,2.35,6,0,40.0,0,1,0,900
Andrea Conti,defender,Parma,8fef5412,26,2020,76,0,40.0,80.9,0,50.0,23,5,40.0,0.55,3,0,46.7,1,0,0,676
Andrea Petagna,forward,Napoli,03f946ed,25,2020,76,4,41.7,80.2,3,28.6,7,12,58.3,1.92,0,0,49.1,0,0,1,625
Andrea Ranocchia,defender,Inter,539230cf,32,2020,74,0,22.2,94.4,1,87.5,19,0,0.0,2.75,2,0,66.7,1,0,0,1024
Andreas Christensen,defender,Chelsea,1cb49278,24,2020,80,0,0.0,91.0,0,0.0,51,7,100.0,1.94,2,1,67.9,1,0,0,576
Andrei Girotto,forward,Nantes,3befc2b6,28,2020,75,1,20.7,79.6,1,55.7,103,5,60.0,1.09,3,1,62.0,0,0,1,784
Andrej KramariД‡,forward,Hoffenheim,603cb947,29,2020,83,20,42.9,76.5,5,37.5,5,50,50.0,1.46,2,0,28.0,0,0,1,841
Andrew Robertson,defender,Liverpool,2e4f5f03,26,2020,87,1,26.3,79.4,7,49.1,79,53,52.8,1.82,2,0,52.7,1,0,0,676
Andriy Yarmolenko,forward,West Ham,849c826a,30,2020,76,0,28.6,77.0,1,25.0,2,12,50.0,1.2,3,0,66.7,0,0,1,900
Andros Townsend,midfielder,Crystal Palace,b28bbd58,29,2020,77,1,30.6,66.4,5,38.0,19,73,60.3,1.18,0,0,9.5,0,1,0,841
AndrГ© Hahn,forward,Augsburg,cd82452e,29,2020,75,8,32.6,54.0,3,20.5,24,40,42.5,1.1,4,0,38.0,0,0,1,841
AndrГ©s Guardado,midfielder,Betis,ef322658,33,2020,78,1,45.5,83.1,0,40.0,19,16,81.3,1.88,4,0,50.0,0,1,0,1089
Andy Delort,forward,Montpellier,d33c706e,28,2020,81,15,38.9,58.6,9,44.4,34,62,50.0,1.6,4,0,55.1,0,0,1,784
Angelo Fulgini,midfielder,Angers,4b96c347,23,2020,78,7,43.1,79.6,3,35.3,9,155,52.3,1.27,4,0,31.3,0,1,0,529
Angelo Ogbonna,defender,West Ham,74b2cd7e,32,2020,80,3,30.8,81.2,0,52.9,119,4,75.0,1.64,5,0,57.8,1,0,0,1024
Ante RebiД‡,forward,Milan,536cebe5,26,2020,82,11,53.5,61.4,4,21.6,17,41,48.8,2.0,4,1,39.7,0,0,1,676
Anthony Martial,forward,Manchester Utd,8b788c01,24,2020,81,4,46.5,83.1,3,0.0,8,59,59.3,2.05,0,1,40.0,0,0,1,576
Antoine Griezmann,forward,Barcelona,df69b544,29,2020,85,13,46.4,86.4,7,30.0,11,37,70.3,2.03,4,0,51.4,0,0,1,841
Antonio Candreva,midfielder,Sampdoria,356c9002,33,2020,79,5,32.7,66.6,8,39.6,27,51,56.9,1.31,1,0,27.3,0,1,0,1089
Antonio RГјdiger,defender,Chelsea,18b896d6,27,2020,83,1,42.9,89.0,0,80.0,51,6,50.0,2.05,0,0,67.7,1,0,0,729
Antonio Sanabria,forward,Betis,0a447501,24,2020,74,3,48.0,71.0,0,0.0,9,19,57.9,1.06,2,0,53.8,0,0,1,576
AntonГ­n BarГЎk,midfielder,Hellas Verona,01efac19,25,2020,78,7,35.6,77.6,3,29.8,38,41,65.9,1.24,5,1,44.5,0,1,0,625
Arkadiusz Milik,forward,Marseille,85613cf0,26,2020,81,9,41.9,74.8,1,16.7,9,14,50.0,1.53,2,0,46.4,0,0,1,676
Armando Izzo,defender,Torino,89976232,28,2020,79,2,17.6,80.6,0,39.4,62,18,66.7,1.16,3,0,56.5,1,0,0,784
Arne Maier,midfielder,Arminia,ab700320,21,2020,74,0,18.2,72.3,0,36.4,11,13,61.5,1.19,0,0,50.0,0,1,0,441
Arthur Masuaku,forward,West Ham,57df7a11,26,2020,77,0,33.3,78.3,2,32.4,28,44,65.9,1.92,2,0,36.4,0,0,1,676
Ashley Barnes,forward,Burnley,2691c772,30,2020,75,3,32.4,60.0,0,23.1,11,2,50.0,1.09,4,0,42.3,0,0,1,900
Ashley Westwood,midfielder,Burnley,495945ef,30,2020,78,3,35.0,74.0,3,23.8,33,19,68.4,1.03,7,0,38.9,0,1,0,900
Ashley Young,defender,Inter,be927d03,35,2020,78,1,33.3,79.8,4,23.1,31,13,38.5,2.42,4,0,23.1,1,0,0,1225
Aymen Barkok,forward,Eint Frankfurt,a2a85828,22,2020,73,2,31.6,73.1,3,32.3,9,45,51.1,1.73,5,0,38.5,0,0,1,484
Aymeric Laporte,defender,Manchester City,119b9a8e,26,2020,86,0,16.7,91.0,0,63.6,28,2,100.0,2.38,1,0,66.1,1,0,0,676
AГЇssa Mandi,defender,Betis,fbd6378b,28,2020,80,3,87.5,90.9,1,62.5,90,2,100.0,1.57,6,2,62.1,1,0,0,784
Baptiste Santamaria,midfielder,Freiburg,5e22e2a4,25,2020,78,1,27.6,74.5,2,37.0,34,29,65.5,1.23,5,0,59.6,0,1,0,625
Bartosz BereszyЕ„ski,defender,Sampdoria,61b3978f,28,2020,73,1,33.3,80.4,0,56.2,88,33,54.5,1.29,2,0,45.9,1,0,0,784
Ben Chilwell,defender,Chelsea,d2424d1b,23,2020,82,3,37.0,77.8,5,45.5,58,27,59.3,1.7,3,0,53.5,1,0,0,529
Ben Davies,defender,Tottenham,44781702,27,2020,79,0,0.0,76.7,1,43.3,49,7,42.9,1.7,1,0,53.1,1,0,0,729
Ben Mee,defender,Burnley,8df7a2fb,30,2020,79,2,27.3,71.0,0,48.3,148,6,66.7,1.23,3,0,62.4,1,0,0,900
Benjamin AndrГ©,midfielder,Lille,ef9c1c95,29,2020,81,0,36.8,83.5,1,43.4,49,44,65.9,2.2,10,0,50.3,0,1,0,841
Benjamin Bourigeaud,midfielder,Rennes,20e73fac,26,2020,78,6,37.5,75.6,5,29.6,25,16,50.0,1.57,8,0,28.6,0,1,0,676
Benjamin Henrichs,forward,RB Leipzig,0a89e877,23,2020,76,0,40.0,75.0,1,22.2,8,4,25.0,2.23,3,0,33.3,0,0,1,529
Benjamin Pavard,defender,Bayern Munich,45a03961,24,2020,79,0,27.3,84.4,0,57.5,31,6,50.0,2.29,3,0,62.1,1,0,0,576
Berat Djimsiti,defender,Atalanta,6eee05f1,27,2020,79,0,5.0,87.2,3,50.0,89,13,76.9,2.03,8,0,71.0,1,0,0,729
Bernardo Silva,midfielder,Manchester City,3eb22ec9,25,2020,86,2,46.4,89.7,6,21.2,8,65,63.1,2.42,5,0,29.5,0,1,0,625
Bertrand TraorГ©,forward,Aston Villa,c47541e0,24,2020,77,7,35.9,70.4,6,29.4,14,97,53.6,1.36,1,0,50.8,0,0,1,576
Borja Mayoral,forward,Roma,64e8ed6d,23,2020,76,10,37.5,78.2,3,10.0,5,22,45.5,1.74,1,0,22.7,0,0,1,529
Boubacar Kamara,midfielder,Marseille,cc77354e,20,2020,80,0,36.8,86.4,2,54.1,51,54,63.0,1.71,6,0,60.0,0,1,0,400
Bouna Sarr,defender,Bayern Munich,1a4b9094,28,2020,75,0,0.0,86.4,1,50.0,7,20,60.0,2.25,1,0,61.5,1,0,0,784
Brais MГ©ndez,midfielder,Celta Vigo,c9e39d91,23,2020,76,9,42.9,77.0,0,24.6,34,41,29.3,1.56,8,0,33.7,0,1,0,529
Bram Nuytinck,defender,Udinese,e33f36d5,30,2020,74,1,50.0,83.5,0,65.0,77,5,80.0,1.65,1,0,70.0,1,0,0,900
Breel Embolo,forward,M'Gladbach,0b4f388a,23,2020,77,5,48.8,72.0,2,0.0,8,65,61.5,1.45,4,0,42.4,0,0,1,529
Bryan Cristante,forward,Roma,16657b95,25,2020,78,1,28.6,82.6,3,35.7,61,27,85.2,1.59,8,0,50.0,0,0,1,625
Callum Hudson-Odoi,forward,Chelsea,15f3ec41,19,2020,77,2,26.1,80.9,3,38.1,6,29,51.7,1.87,0,0,10.0,0,0,1,361
Callum Wilson,forward,Newcastle Utd,c596fcb0,28,2020,79,12,35.6,67.4,5,16.7,14,43,60.5,1.35,2,0,31.6,0,0,1,784
Calum Chambers,defender,Arsenal,dc6f5bdd,25,2020,75,0,0.0,78.6,2,37.5,37,10,40.0,2.0,0,0,52.6,1,0,0,625
Casemiro,midfielder,Real Madrid,4d224fe8,28,2020,89,6,23.9,82.8,4,45.2,62,23,56.5,2.32,11,1,55.7,0,1,0,784
Cengiz Гњnder,forward,Leicester City,1880614f,23,2020,77,0,11.1,70.0,2,60.0,0,23,65.2,0.78,0,0,0.0,0,0,1,529
Cenk Tosun,forward,Everton,9a104dee,29,2020,74,0,0.0,66.7,0,0.0,0,0,0.0,0.8,1,0,0.0,0,0,1,841
Cesc FГ bregas,midfielder,Monaco,33508c78,33,2020,76,2,25.0,78.4,3,40.9,3,11,54.5,1.76,2,0,50.0,0,1,0,1089
Charles ArГЎnguiz,midfielder,Leverkusen,56413b1f,31,2020,80,0,50.0,85.4,0,39.5,17,15,60.0,1.19,4,0,38.5,0,1,0,961
Charlie Taylor,defender,Burnley,cc2d7ad5,26,2020,76,0,66.7,68.7,1,54.3,87,47,53.2,1.0,1,0,56.5,1,0,0,676
Cheikhou KouyatГ©,defender,Crystal Palace,8d3c902d,30,2020,78,1,28.6,77.1,0,58.1,125,12,83.3,1.22,4,0,60.3,1,0,0,900
Chris Smalling,defender,Roma,b6964eb6,30,2020,78,0,14.3,90.6,1,60.0,46,4,100.0,2.13,3,0,65.8,1,0,0,900
Chris Wood,forward,Burnley,4e9a0555,28,2020,79,12,54.4,64.1,3,27.8,21,21,33.3,1.0,0,0,44.2,0,0,1,784
Christian Benteke,forward,Crystal Palace,ab070c55,29,2020,75,10,46.5,58.1,1,22.2,39,27,59.3,1.07,3,1,57.0,0,0,1,841
Christian Eriksen,midfielder,Inter,980522ec,28,2020,82,3,40.0,81.3,0,35.0,13,15,73.3,2.42,1,0,57.1,0,1,0,784
Christian GГјnter,forward,Freiburg,8593f88c,27,2020,79,3,26.9,72.2,3,34.9,40,35,45.7,1.32,2,0,46.7,0,0,1,729
Christian Pulisic,forward,Chelsea,1bf33a9a,21,2020,82,4,37.2,79.6,2,38.1,9,108,45.4,1.63,2,0,31.1,0,0,1,441
Christoph Kramer,midfielder,M'Gladbach,496aeede,29,2020,79,0,11.1,85.5,2,48.3,39,34,67.6,1.5,5,0,41.3,0,1,0,841
Christophe HГ©relle,defender,Brest,3681cfff,27,2020,73,0,0.0,87.3,0,83.3,41,5,80.0,1.19,4,0,64.3,1,0,0,729
Christopher Nkunku,forward,RB Leipzig,7c56da38,22,2020,81,6,47.3,76.0,6,44.4,14,61,59.0,1.96,2,0,50.0,0,0,1,484
Ciaran Clark,defender,Newcastle Utd,2b91cf8e,30,2020,75,1,25.0,81.3,0,46.2,104,8,50.0,0.95,3,0,63.3,1,0,0,900
Ciro Immobile,forward,Lazio,4431aed2,30,2020,87,20,39.3,72.6,6,31.8,9,47,57.4,1.91,4,1,32.5,0,0,1,900
ClГ©ment Lenglet,defender,Barcelona,4f28a6ff,25,2020,82,1,45.5,91.8,0,67.9,71,11,72.7,2.09,11,2,56.2,1,0,0,625
Corentin Jean,forward,Lens,7d9b37bf,25,2020,70,1,47.6,73.8,1,0.0,2,17,47.1,1.48,3,0,22.7,0,0,1,625
Corentin Tolisso,midfielder,Bayern Munich,652d4c37,25,2020,80,1,58.3,86.0,0,31.0,8,8,37.5,2.44,1,1,46.7,0,1,0,625
Cristiano Biraghi,defender,Fiorentina,9e1577aa,27,2020,76,1,24.0,67.7,5,60.0,56,29,44.8,1.03,8,0,32.1,1,0,0,729
Damien Da Silva,defender,Rennes,1ec7e1c5,32,2020,77,4,47.8,87.6,0,66.7,99,11,90.9,1.57,7,1,66.4,1,0,0,1024
DamiГЎn SuГЎrez,defender,Getafe,ba5004e1,32,2020,78,1,20.0,64.3,0,37.0,42,39,56.4,1.16,13,1,55.6,1,0,0,1024
Daniel Caligiuri,midfielder,Augsburg,d1273f09,32,2020,77,6,35.1,67.1,4,31.5,41,88,69.3,1.09,5,0,37.5,0,1,0,1024
Daniel Ginczek,forward,Wolfsburg,e5f63987,29,2020,73,0,0.0,59.2,0,25.0,2,5,60.0,1.09,0,0,52.0,0,0,1,841
Daniel Wass,forward,Valencia,d83bbc54,31,2020,80,4,27.0,76.1,1,40.0,69,17,52.9,1.2,8,0,52.7,0,0,1,961
Daniele Baselli,midfielder,Torino,ea06dd97,28,2020,76,0,40.0,75.1,0,60.0,5,7,57.1,1.13,2,0,50.0,0,1,0,784
Daniele Rugani,defender,Cagliari,14b8fcdf,26,2020,77,1,33.3,79.1,1,50.0,46,1,100.0,1.25,2,0,67.3,1,0,0,676
Danilo,forward,Juventus,94b2001f,29,2020,81,1,10.5,88.1,4,53.0,68,25,88.0,2.15,6,0,60.0,0,0,1,841
Danilo Cataldi,midfielder,Lazio,ba3d3bea,25,2020,73,0,33.3,81.8,0,22.2,7,9,88.9,1.53,4,0,16.7,0,1,0,625
Danilo D'Ambrosio,defender,Inter,44eb9093,31,2020,79,3,75.0,90.5,0,40.0,15,7,57.1,2.47,2,0,50.0,1,0,0,961
Danny Ings,forward,Southampton,07802f7f,28,2020,81,12,43.6,63.9,4,42.9,27,59,50.8,1.28,1,0,24.2,0,0,1,784
Danny Welbeck,forward,Brighton,ce5143da,29,2020,73,6,44.1,79.8,1,36.8,13,33,54.5,1.04,0,0,32.8,0,0,1,841
Danny da Costa,midfielder,Mainz 05,5ddb8f9f,27,2020,76,0,0.0,58.8,1,48.1,27,21,81.0,1.81,2,0,65.0,0,1,0,729
Dante,defender,Nice,fd2bc67d,36,2020,76,2,28.6,90.2,1,42.9,20,1,100.0,1.89,2,0,75.0,1,0,0,1296
Darko LazoviД‡,forward,Hellas Verona,5128bde4,29,2020,76,3,34.4,72.1,6,47.6,29,39,51.3,1.0,3,0,48.6,0,0,1,841
David Alaba,forward,Bayern Munich,05439de2,28,2020,84,2,28.6,84.2,4,53.1,60,19,84.2,2.25,4,0,51.4,0,0,1,784
David Silva,midfielder,Real Sociedad,e2716bd0,34,2020,85,2,15.0,83.1,5,38.1,8,47,66.0,2.14,4,0,29.7,0,1,0,1156
Davide Biraschi,defender,Genoa,64cd167d,26,2020,72,0,0.0,78.2,0,50.0,26,15,40.0,1.0,2,0,39.1,1,0,0,676
Davide Calabria,defender,Milan,2146785a,23,2020,78,2,29.2,77.2,1,60.0,82,35,57.1,2.16,7,0,49.1,1,0,0,529
Davide Zappacosta,defender,Genoa,7fe90ccd,28,2020,79,4,31.7,78.8,2,50.0,41,77,41.6,1.52,3,0,56.0,1,0,0,784
Davie Selke,forward,Werder Bremen,1238a3f9,25,2020,71,3,44.4,51.6,1,0.0,7,11,18.2,0.87,4,0,47.8,0,0,1,625
Davinson SГЎnchez,defender,Tottenham,da7b447d,24,2020,79,0,0.0,84.5,0,65.6,85,1,100.0,1.78,1,0,60.5,1,0,0,576
Dayot Upamecano,defender,RB Leipzig,d248cd8f,21,2020,82,1,35.7,88.1,0,70.0,74,18,72.2,1.72,6,0,62.7,1,0,0,441
Declan Rice,midfielder,West Ham,1c7012b8,21,2020,82,2,28.0,86.6,1,41.2,41,34,85.3,1.75,2,0,58.9,0,1,0,441
Dele Alli,midfielder,Tottenham,cea4ee8f,24,2020,80,0,33.3,79.7,1,36.8,3,25,44.0,1.33,0,0,42.1,0,1,0,576
Demarai Gray,forward,Leverkusen,4468ec10,24,2020,75,1,46.7,67.0,2,100.0,3,16,56.3,1.0,0,0,0.0,0,0,1,576
Denis Zakaria,forward,M'Gladbach,384d58d9,23,2020,80,1,18.2,87.2,1,55.0,29,32,65.6,1.48,5,0,48.1,0,0,1,529
Dennis Geiger,midfielder,Hoffenheim,37f606f0,22,2020,73,1,42.9,81.6,1,62.5,0,5,60.0,1.33,4,1,12.5,0,1,0,484
Dennis Praet,midfielder,Leicester City,86695068,26,2020,78,1,25.0,78.7,1,40.0,3,16,37.5,2.07,0,0,16.7,0,1,0,676
Diego Demme,midfielder,Napoli,dc3fa3b5,28,2020,80,2,42.9,88.5,3,36.5,15,14,50.0,2.17,6,0,23.8,0,1,0,784
Diego GodГ­n,defender,Cagliari,fc4f85b1,34,2020,80,1,33.3,83.2,0,61.5,117,17,94.1,1.18,3,0,61.8,1,0,0,1156
Diego Llorente,defender,Leeds United,bba30585,26,2020,77,1,37.5,82.9,0,59.4,40,8,75.0,1.8,1,0,57.9,1,0,0,676
Dimitri LiГ©nard,midfielder,Strasbourg,f7691f63,32,2020,74,2,28.6,74.7,4,43.6,10,22,59.1,1.15,2,0,36.6,0,1,0,1024
Dimitri Payet,forward,Marseille,58ae47b2,33,2020,80,7,38.6,71.2,10,42.5,10,61,60.7,1.42,4,2,22.2,0,0,1,1089
Divock Origi,forward,Liverpool,43a166b4,25,2020,76,0,28.6,77.0,0,33.3,2,4,0.0,1.33,0,0,30.0,0,0,1,625
Domenico Berardi,forward,Sassuolo,53a0e358,25,2020,82,17,30.5,75.1,7,33.9,34,63,47.6,1.77,4,0,27.3,0,0,1,625
Dominic Calvert-Lewin,forward,Everton,59e6e5bf,23,2020,81,16,55.4,67.9,0,50.0,33,49,44.9,1.64,3,0,53.7,0,0,1,529
Dominik Kohr,midfielder,Mainz 05,0fbecd11,26,2020,75,1,18.8,72.7,1,51.3,15,8,50.0,1.88,3,0,60.5,0,1,0,676
Dominique Heintz,defender,Freiburg,699fb8db,26,2020,74,0,33.3,86.1,0,52.6,49,6,66.7,1.05,3,0,58.5,1,0,0,676
Douglas Luiz,midfielder,Aston Villa,6f7d826d,22,2020,77,0,30.8,84.2,2,34.5,44,32,71.9,1.36,10,1,50.6,0,1,0,484
Dries Mertens,forward,Napoli,89b2c8a9,33,2020,84,9,35.2,72.1,8,20.0,3,22,50.0,2.21,2,0,15.4,0,0,1,1089
DuvГЎn Zapata,forward,Atalanta,d3de9af0,29,2020,83,15,38.8,75.2,9,30.8,19,85,40.0,2.03,0,0,48.0,0,0,1,841
Eden Hazard,forward,Real Madrid,a39bb753,29,2020,85,3,50.0,87.6,2,0.0,0,22,63.6,1.86,0,0,22.2,0,0,1,841
Edimilson Fernandes,midfielder,Mainz 05,3bb625ac,24,2020,71,0,33.3,73.5,1,57.1,25,5,60.0,0.64,1,0,54.5,0,1,0,576
Edin DЕѕeko,forward,Roma,3bb7f478,34,2020,83,7,34.8,66.0,3,33.3,11,55,49.1,1.41,2,0,60.3,0,0,1,1156
