Player,Pos,Squad,id,Age,Season,RATING,xG,Blocks,Tkl+Int,Err,Def Pen,Att.5,Succ%,Mn/Sub,xG+/-90,OG,Won%,def,mid,forw,Age^2
Christoph Kramer,midfielder,M'Gladbach,496aeede,29,2020,79,0.3,16,89,0,75,34,67.6,26,0.15,0,41.3,0,1,0,841
Christophe HГ©relle,defender,Brest,3681cfff,27,2020,73,0.9,2,50,2,112,5,80.0,45,0.0,1,64.3,1,0,0,729
Christopher Nkunku,forward,RB Leipzig,7c56da38,22,2020,81,6.9,19,25,0,15,61,59.0,30,1.29,0,50.0,0,0,1,484
Ciaran Clark,defender,Newcastle Utd,2b91cf8e,30,2020,75,0.7,4,53,1,179,8,50.0,37,-0.68,1,63.3,1,0,0,900
Ciro Immobile,forward,Lazio,4431aed2,30,2020,87,19.8,31,20,0,10,47,57.4,35,0.43,0,32.5,0,0,1,900
ClГ©ment Lenglet,defender,Barcelona,4f28a6ff,25,2020,82,1.8,13,69,1,199,11,72.7,11,0.89,1,56.2,1,0,0,625
Corentin Jean,forward,Lens,7d9b37bf,25,2020,70,1.7,8,6,0,4,17,47.1,16,0.46,0,22.7,0,0,1,625
Corentin Tolisso,midfielder,Bayern Munich,652d4c37,25,2020,80,2.2,11,25,0,19,8,37.5,27,1.07,0,46.7,0,1,0,625
Cristiano Biraghi,defender,Fiorentina,9e1577aa,27,2020,76,1.9,50,69,3,87,29,44.8,30,-0.46,0,32.1,1,0,0,729
Damien Da Silva,defender,Rennes,1ec7e1c5,32,2020,77,2.1,10,66,1,190,11,90.9,0,0.29,1,66.4,1,0,0,1024
DamiГЎn SuГЎrez,defender,Getafe,ba5004e1,32,2020,78,0.3,32,90,0,44,39,56.4,21,-0.1,0,55.6,1,0,0,1024
Daniel Caligiuri,midfielder,Augsburg,d1273f09,32,2020,77,4.8,35,109,0,64,88,69.3,22,-0.68,0,37.5,0,1,0,1024
Daniel Ginczek,forward,Wolfsburg,e5f63987,29,2020,73,0.2,4,3,0,2,5,60.0,14,-0.13,0,52.0,0,0,1,841
Daniel Wass,forward,Valencia,d83bbc54,31,2020,80,2.9,35,99,0,108,17,52.9,0,-0.22,0,52.7,0,0,1,961
Daniele Baselli,midfielder,Torino,ea06dd97,28,2020,76,0.3,5,21,0,7,7,57.1,17,0.25,0,50.0,0,1,0,784
Daniele Rugani,defender,Cagliari,14b8fcdf,26,2020,77,0.4,5,39,0,66,1,100.0,4,0.18,0,67.3,1,0,0,676
Danilo,forward,Juventus,94b2001f,29,2020,81,1.9,32,128,2,148,25,88.0,52,0.91,0,60.0,0,0,1,841
Danilo Cataldi,midfielder,Lazio,ba3d3bea,25,2020,73,0.3,5,16,0,18,9,88.9,20,-0.12,0,16.7,0,1,0,625
Danilo D'Ambrosio,defender,Inter,44eb9093,31,2020,79,1.3,6,19,0,51,7,57.1,8,0.46,0,50.0,1,0,0,961
Danny Ings,forward,Southampton,07802f7f,28,2020,81,8.5,24,25,1,27,59,50.8,41,-0.13,0,24.2,0,0,1,784
Danny Welbeck,forward,Brighton,ce5143da,29,2020,73,6.6,6,19,0,16,33,54.5,24,0.56,0,32.8,0,0,1,841
Danny da Costa,midfielder,Mainz 05,5ddb8f9f,27,2020,76,0.1,16,39,0,28,21,81.0,20,0.13,0,65.0,0,1,0,729
Dante,defender,Nice,fd2bc67d,36,2020,76,0.9,1,20,0,80,1,100.0,0,-0.23,0,75.0,1,0,0,1296
Darko LazoviД‡,forward,Hellas Verona,5128bde4,29,2020,76,3.4,36,49,0,61,39,51.3,34,-0.07,0,48.6,0,0,1,841
David Alaba,forward,Bayern Munich,05439de2,28,2020,84,1.2,28,80,0,146,19,84.2,23,0.85,0,51.4,0,0,1,784
David Silva,midfielder,Real Sociedad,e2716bd0,34,2020,85,2.4,16,32,2,10,47,66.0,26,1.27,0,29.7,0,1,0,1156
Davide Biraschi,defender,Genoa,64cd167d,26,2020,72,0.1,10,38,0,39,15,40.0,29,-0.35,0,39.1,1,0,0,676
Davide Calabria,defender,Milan,2146785a,23,2020,78,1.3,34,138,1,114,35,57.1,22,0.64,1,49.1,1,0,0,529
Davide Zappacosta,defender,Genoa,7fe90ccd,28,2020,79,2.6,44,51,0,59,77,41.6,22,-0.41,0,56.0,1,0,0,784
Davie Selke,forward,Werder Bremen,1238a3f9,25,2020,71,3.7,5,4,0,10,11,18.2,20,-0.42,0,47.8,0,0,1,625
Davinson SГЎnchez,defender,Tottenham,da7b447d,24,2020,79,0.8,9,54,2,171,1,100.0,1,0.42,1,60.5,1,0,0,576
Dayot Upamecano,defender,RB Leipzig,d248cd8f,21,2020,82,1.3,17,70,2,199,18,72.2,37,1.09,0,62.7,1,0,0,441
Declan Rice,midfielder,West Ham,1c7012b8,21,2020,82,3.2,26,118,0,82,34,85.3,0,0.31,0,58.9,0,1,0,441
Dele Alli,midfielder,Tottenham,cea4ee8f,24,2020,80,2.0,12,25,0,7,25,44.0,16,0.31,0,42.1,0,1,0,576
Demarai Gray,forward,Leverkusen,4468ec10,24,2020,75,1.4,2,7,0,4,16,56.3,21,0.18,0,0.0,0,0,1,576
Denis Zakaria,forward,M'Gladbach,384d58d9,23,2020,80,1.5,14,53,1,63,32,65.6,21,0.2,0,48.1,0,0,1,529
Dennis Geiger,midfielder,Hoffenheim,37f606f0,22,2020,73,0.3,5,16,0,6,5,60.0,0,-0.26,0,12.5,0,1,0,484
Dennis Praet,midfielder,Leicester City,86695068,26,2020,78,0.4,4,21,0,4,16,37.5,12,0.31,0,16.7,0,1,0,676
Diego Demme,midfielder,Napoli,dc3fa3b5,28,2020,80,1.2,22,67,1,47,14,50.0,8,0.37,0,23.8,0,1,0,784
Diego GodГ­n,defender,Cagliari,fc4f85b1,34,2020,80,0.8,13,116,0,262,17,94.1,0,-0.12,0,61.8,1,0,0,1156
Diego Llorente,defender,Leeds United,bba30585,26,2020,77,0.8,6,54,2,122,8,75.0,82,-0.4,0,57.9,1,0,0,676
Dimitri LiГ©nard,midfielder,Strasbourg,f7691f63,32,2020,74,2.8,23,57,0,17,22,59.1,21,0.13,0,36.6,0,1,0,1024
Dimitri Payet,forward,Marseille,58ae47b2,33,2020,80,5.9,34,35,0,17,61,60.7,25,0.23,0,22.2,0,0,1,1089
Divock Origi,forward,Liverpool,43a166b4,25,2020,76,1.1,2,4,0,3,4,0.0,7,1.05,0,30.0,0,0,1,625
Domenico Berardi,forward,Sassuolo,53a0e358,25,2020,82,15.0,30,68,0,41,63,47.6,36,0.22,0,27.3,0,0,1,625
Dominic Calvert-Lewin,forward,Everton,59e6e5bf,23,2020,81,16.3,22,23,0,44,49,44.9,29,-0.03,0,53.7,0,0,1,529
Dominik Kohr,midfielder,Mainz 05,0fbecd11,26,2020,75,0.9,14,74,0,36,8,50.0,12,0.55,0,60.5,0,1,0,676
Dominique Heintz,defender,Freiburg,699fb8db,26,2020,74,0.2,7,57,0,98,6,66.7,16,-0.44,0,58.5,1,0,0,676
Douglas Luiz,midfielder,Aston Villa,6f7d826d,22,2020,77,1.2,18,92,2,106,32,71.9,18,-0.09,0,50.6,0,1,0,484
Dries Mertens,forward,Napoli,89b2c8a9,33,2020,84,5.0,17,25,1,7,22,50.0,19,0.68,0,15.4,0,0,1,1089
DuvГЎn Zapata,forward,Atalanta,d3de9af0,29,2020,83,15.2,41,18,0,24,85,40.0,34,0.78,0,48.0,0,0,1,841
Eden Hazard,forward,Real Madrid,a39bb753,29,2020,85,1.2,8,6,0,2,22,63.6,17,0.07,0,22.2,0,0,1,841
Edimilson Fernandes,midfielder,Mainz 05,3bb625ac,24,2020,71,0.5,8,37,0,34,5,60.0,26,0.02,0,54.5,0,1,0,576
Edin DЕѕeko,forward,Roma,3bb7f478,34,2020,83,13.2,23,9,0,15,55,49.1,20,0.53,0,60.3,0,0,1,1156
Edinson Cavani,forward,Manchester Utd,527f063d,33,2020,85,8.0,11,18,0,12,12,50.0,25,0.59,0,37.0,0,0,1,1089
Edoardo Goldaniga,defender,Genoa,4b029b31,26,2020,71,0.5,13,66,1,99,11,54.5,35,-0.79,0,41.0,1,0,0,676
Ellyes Skhiri,midfielder,KГ¶ln,c2211709,25,2020,77,4.5,17,165,2,115,22,68.2,0,-0.44,0,55.3,0,1,0,625
Elseid Hysaj,defender,Napoli,2f3452eb,26,2020,77,0.3,22,59,0,77,33,66.7,23,0.54,0,58.1,1,0,0,676
Emil Forsberg,forward,RB Leipzig,9a2e0ccc,28,2020,81,6.1,21,22,0,2,33,57.6,29,0.93,0,26.7,0,0,1,784
Emil Krafth,defender,Newcastle Utd,77cf6852,25,2020,73,0.3,15,34,2,79,4,75.0,48,-0.43,0,56.8,1,0,0,625
Emre Can,forward,Dortmund,a65ce836,26,2020,82,1.0,8,91,0,142,36,83.3,31,0.59,0,67.7,0,0,1,676
Enes Гњnal,forward,Getafe,f8eca1b6,23,2020,75,4.8,10,13,0,16,36,47.2,19,0.04,0,50.7,0,0,1,529
Enis Bardhi,midfielder,Levante,cac2537b,25,2020,79,2.7,25,49,0,26,57,61.4,23,-0.56,0,20.8,0,1,0,625
Eric Bailly,defender,Manchester Utd,a1232f4e,26,2020,79,0.1,3,18,2,92,4,100.0,11,0.13,0,58.5,1,0,0,676
Eric Dier,defender,Tottenham,ac861941,26,2020,79,1.2,13,46,3,334,4,75.0,0,0.04,0,59.4,1,0,0,676
Erick Cabaco,defender,Getafe,e7ab4179,25,2020,73,0.5,7,37,1,47,2,0.0,20,-0.36,0,66.7,1,0,0,625
Erik Thommy,forward,Stuttgart,df8e7b62,25,2020,72,0.5,6,6,0,3,4,75.0,25,0.02,0,100.0,0,0,1,625
Ermin BiДЌakДЌiД‡,defender,Hoffenheim,7aac47fe,30,2020,75,0.4,0,4,0,12,0,0.0,0,0.23,0,58.3,1,0,0,900
Fabian SchГ¤r,defender,Newcastle Utd,c8aa95da,28,2020,76,1.3,6,40,1,105,14,50.0,25,-0.34,0,40.0,1,0,0,784
Fabinho,forward,Liverpool,7f3b388c,26,2020,86,0.3,5,102,1,164,11,63.6,24,0.63,0,50.9,0,0,1,676
Fabio Quagliarella,forward,Sampdoria,ee4f2f3b,37,2020,78,11.8,25,19,0,13,28,60.7,24,-0.29,0,40.5,0,0,1,1369
Federico Bernardeschi,forward,Juventus,ee93c1a9,26,2020,79,1.3,19,23,1,23,32,68.8,19,0.75,0,46.2,0,0,1,676
Federico Ceccherini,defender,Hellas Verona,d9624b51,28,2020,74,1.3,7,56,0,91,15,73.3,15,-0.07,0,63.2,1,0,0,784
Federico Chiesa,forward,Juventus,b0f7e36c,22,2020,83,6.1,26,59,0,20,84,57.1,7,0.99,0,17.6,0,0,1,484
Federico Fazio,defender,Roma,4e358a2d,33,2020,75,0.2,3,10,1,40,3,100.0,4,-0.78,0,58.6,1,0,0,1089
Federico FernГЎndez,defender,Newcastle Utd,f25b010f,31,2020,75,0.3,9,46,0,268,1,0.0,0,-0.47,1,62.3,1,0,0,961
Federico Valverde,midfielder,Real Madrid,0959c2a2,22,2020,83,2.3,12,47,0,6,28,82.1,20,0.81,0,55.6,0,1,0,484
Ferland Mendy,defender,Real Madrid,3cefcaef,25,2020,83,0.8,20,52,1,62,60,73.3,31,0.87,0,41.7,1,0,0,625
Filip KostiД‡,defender,Eint Frankfurt,b1cd37e6,27,2020,84,4.4,73,80,2,36,60,40.0,4,0.35,0,43.3,1,0,0,729
Flavien Tait,midfielder,Rennes,a0f9b535,27,2020,76,1.9,13,39,0,12,47,48.9,15,0.32,0,47.4,0,1,0,729
Florent Mollet,midfielder,Montpellier,7e82a78f,28,2020,78,4.2,14,52,1,20,36,38.9,22,-0.31,0,27.5,0,1,0,784
Florian Kainz,midfielder,KГ¶ln,94c18565,27,2020,75,0.5,3,7,0,3,12,41.7,21,0.19,0,37.5,0,1,0,729
Florian Lejeune,defender,AlavГ©s,6eaed4eb,29,2020,77,2.4,11,94,1,274,13,76.9,0,-0.2,0,65.8,1,0,0,841
Florian Niederlechner,forward,Augsburg,d6862409,29,2020,75,6.0,15,17,0,24,24,66.7,23,-0.56,0,30.0,0,0,1,841
Francesco Acerbi,defender,Lazio,b96b595c,32,2020,83,1.1,11,127,2,309,8,75.0,0,0.3,0,71.3,1,0,0,1024
Francis Coquelin,midfielder,Villarreal,a6951bf8,29,2020,80,0.2,8,40,1,21,15,80.0,20,0.17,0,52.6,0,1,0,841
Gabriel Jesus,forward,Manchester City,b66315ae,23,2020,83,8.7,20,32,0,7,70,68.6,25,1.22,0,25.4,0,0,1,529
Gabriel Silva,defender,Saint-Г‰tienne,4914ed4a,29,2020,73,0.0,5,13,0,9,5,40.0,0,0.78,0,45.5,1,0,0,841
Gareth Bale,forward,Tottenham,a58bb1e1,31,2020,82,5.8,14,25,0,19,49,55.1,21,0.63,0,67.6,0,0,1,961
GaГ«l Kakuta,midfielder,Lens,5b1bf5e3,29,2020,78,11.1,36,55,0,5,102,51.0,18,0.35,0,29.2,0,1,0,841
GaГ«tan Laborde,forward,Montpellier,7cdda3bf,26,2020,80,11.4,28,59,1,28,70,47.1,0,-0.29,0,51.3,0,0,1,676
Geoffrey Kondogbia,midfielder,AtlГ©tico Madrid,cce181df,27,2020,79,0.2,5,41,1,17,12,83.3,16,0.11,0,42.9,0,1,0,729
Georginio Wijnaldum,midfielder,Liverpool,eb58eef0,29,2020,84,2.6,13,49,1,30,51,66.7,11,0.59,0,51.3,0,1,0,841
GermГЎn Pezzella,defender,Fiorentina,8c725b43,29,2020,77,1.3,8,70,1,153,1,100.0,0,-0.42,0,59.5,1,0,0,841
Giacomo Bonaventura,midfielder,Fiorentina,d995ed27,30,2020,78,2.7,25,73,0,32,60,66.7,24,-0.41,0,48.3,0,1,0,900
Gian Marco Ferrari,defender,Sassuolo,8650af85,28,2020,73,2.0,16,82,1,371,12,50.0,45,0.01,0,57.0,1,0,0,784
Gianluca Caprari,midfielder,Benevento,54e53b7e,27,2020,75,4.0,19,34,0,8,95,54.7,27,-0.56,0,9.1,0,1,0,729
Gianluca Mancini,defender,Roma,5aa53281,24,2020,80,2.7,16,122,3,179,19,78.9,0,0.49,0,62.5,1,0,0,576
Giorgio Chiellini,defender,Juventus,e85fb9b8,35,2020,86,0.5,3,39,0,158,4,50.0,8,0.66,1,55.3,1,0,0,1225
Giovani Lo Celso,midfielder,Tottenham,d7553721,24,2020,81,1.4,16,35,0,13,20,40.0,27,0.44,0,48.3,0,1,0,576
Giovanni Simeone,forward,Cagliari,343c0d52,25,2020,75,7.7,14,34,0,23,23,65.2,20,-0.52,0,30.5,0,0,1,625
Giuseppe Pezzella,defender,Parma,149c5f5d,22,2020,72,0.2,26,46,3,87,49,71.4,35,-0.31,0,66.7,1,0,0,484
Gonzalo Escalante,midfielder,Lazio,3f79a1c8,27,2020,77,0.7,6,45,0,16,9,88.9,23,0.0,0,40.0,0,1,0,729
Granit Xhaka,forward,Arsenal,e61b8aee,27,2020,79,0.9,16,74,3,96,16,50.0,12,0.47,0,52.7,0,0,1,729
Guillermo MaripГЎn,defender,Monaco,d9764034,26,2020,77,2.2,8,53,1,163,2,100.0,23,0.9,0,51.3,1,0,0,676
Hakan Г‡alhanoДџlu,midfielder,Milan,cd0fa27b,26,2020,82,4.8,25,41,1,25,59,61.0,35,0.61,0,34.7,0,1,0,676
Hamari TraorГ©,defender,Rennes,a4b1028a,28,2020,79,1.2,35,132,0,65,33,69.7,32,0.23,0,41.8,1,0,0,784
Hamza Choudhury,midfielder,Leicester City,7d2d3329,22,2020,73,0.4,2,12,1,10,1,0.0,6,0.32,0,85.7,0,1,0,484
Hans Hateboer,defender,Atalanta,3b333ac3,26,2020,80,3.2,18,45,0,24,13,38.5,27,1.14,0,53.5,1,0,0,676
Harry Kane,forward,Tottenham,21a66f6a,27,2020,90,20.1,31,33,0,51,100,52.0,0,0.21,0,39.9,0,0,1,729
Harry Maguire,defender,Manchester Utd,d8931174,27,2020,84,2.3,9,89,4,349,14,57.1,0,0.56,0,75.8,1,0,0,729
Harry Winks,midfielder,Tottenham,2f7acede,24,2020,77,0.1,7,27,1,26,5,80.0,25,0.66,0,58.3,0,1,0,576
Harvey Barnes,forward,Leicester City,3ea50f67,22,2020,81,5.9,25,27,0,13,89,44.9,31,0.19,0,42.9,0,0,1,484
Henrikh Mkhitaryan,midfielder,Roma,dd0daf32,31,2020,83,10.9,49,97,0,14,85,56.5,33,0.67,0,32.5,0,1,0,961
Houssem Aouar,midfielder,Lyon,a5db0bec,22,2020,81,9.9,23,34,0,8,81,56.8,21,1.11,0,19.0,0,1,0,484
Iago Aspas,forward,Celta Vigo,7dcf86f6,32,2020,84,12.4,34,27,0,29,85,70.6,0,0.08,0,26.2,0,0,1,1024
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,21,2020,78,0.7,0,14,0,57,8,100.0,15,0.51,0,76.3,1,0,0,441
Ignatius Ganago,forward,Lens,23c63b7f,21,2020,74,7.8,7,10,0,2,43,53.5,23,0.14,0,41.2,0,0,1,441
Ihlas Bebou,forward,Hoffenheim,a53b661f,26,2020,77,9.9,23,41,0,25,76,56.6,28,0.19,0,39.9,0,0,1,676
Isaac Hayden,forward,Newcastle Utd,c951a6df,25,2020,76,0.7,34,95,0,68,10,70.0,27,-0.56,0,62.2,0,0,1,625
Isco,midfielder,Real Madrid,a0b4bb3e,28,2020,82,1.5,6,15,0,10,44,70.5,22,0.17,0,25.0,0,1,0,784
IsmaГ«l TraorГ©,defender,Angers,b666421b,33,2020,75,1.5,16,72,0,201,16,87.5,0,-0.29,0,46.8,1,0,0,1089
Issa Diop,defender,West Ham,a712ca2b,23,2020,77,0.5,5,42,0,106,5,60.0,10,-0.09,1,57.1,1,0,0,529
Ivan PeriЕЎiД‡,midfielder,Inter,6fe90922,31,2020,81,5.2,27,41,1,55,18,38.9,24,0.87,0,57.1,0,1,0,961
Ivan RadovanoviД‡,forward,Genoa,023937a9,31,2020,74,0.4,7,55,2,217,10,80.0,23,-0.61,0,54.5,0,0,1,961
Ivan RakitiД‡,midfielder,Sevilla,89f951b5,32,2020,82,5.2,22,58,1,59,28,39.3,26,0.51,0,52.5,0,1,0,1024
Jack Cork,midfielder,Burnley,74e12f1e,31,2020,76,0.2,11,42,0,26,7,71.4,45,-0.23,0,53.3,0,1,0,961
Jack Stephens,defender,Southampton,6adbc307,26,2020,74,0.8,11,62,2,114,5,40.0,45,-0.62,0,52.6,1,0,0,676
Jadon Sancho,forward,Dortmund,dbf053da,20,2020,87,6.6,31,34,0,15,138,55.8,30,0.77,0,25.0,0,0,1,400
Jakub Jankto,midfielder,Sampdoria,1ea5f91c,24,2020,74,4.6,28,52,0,37,26,38.5,24,-0.26,0,29.0,0,1,0,576
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,26,2020,77,1.3,4,26,0,158,4,100.0,0,-0.58,0,65.7,1,0,0,676
James McArthur,midfielder,Crystal Palace,cee31595,32,2020,75,0.3,22,80,0,47,19,73.7,17,-0.45,0,61.8,0,1,0,1024
James Milner,forward,Liverpool,2f90f6b8,34,2020,79,0.4,24,40,1,30,12,50.0,16,0.37,0,58.5,0,0,1,1156
James Tarkowski,defender,Burnley,15ea812b,27,2020,81,3.4,8,110,1,245,14,85.7,0,-0.43,0,69.9,1,0,0,729
James Tomkins,defender,Crystal Palace,e7ca0439,31,2020,75,0.2,1,8,0,55,0,0.0,23,-0.49,0,52.4,1,0,0,961
James Ward-Prowse,midfielder,Southampton,3515d404,25,2020,81,5.7,25,117,0,107,22,77.3,0,-0.31,0,42.3,0,1,0,625
Jamie Vardy,forward,Leicester City,45963054,33,2020,86,19.9,20,22,0,34,41,63.4,29,0.23,0,42.4,0,0,1,1089
Jan Bednarek,defender,Southampton,4115ce4e,24,2020,76,0.7,12,121,0,276,6,83.3,0,-0.28,1,64.2,1,0,0,576
Janik Haberer,midfielder,Freiburg,70dcf94d,26,2020,73,0.9,7,14,0,13,9,66.7,18,-0.77,0,28.6,0,1,0,676
Jannik Vestergaard,defender,Southampton,1900032e,27,2020,78,1.5,7,92,0,265,10,70.0,45,-0.07,0,64.5,1,0,0,729
Jason,forward,Valencia,9038c2a1,26,2020,73,0.2,2,19,0,8,20,40.0,13,-0.87,0,35.7,0,0,1,676
Jean-Eudes Aholou,midfielder,Strasbourg,48b28bfd,26,2020,75,2.3,10,99,0,45,33,78.8,17,-0.05,0,57.1,0,1,0,676
Jean-KГ©vin Augustin,forward,Nantes,97bfa797,23,2020,67,0.0,0,2,0,0,0,0.0,12,-0.85,0,0.0,0,0,1,529
Jean-Philippe Gbamin,midfielder,Everton,6bd603db,24,2020,77,0.0,1,1,0,1,1,0.0,12,-0.93,0,0.0,0,1,0,576
Jean-Victor Makengo,midfielder,Udinese,22bfb57e,22,2020,70,0.1,11,13,0,10,10,60.0,18,-0.76,0,100.0,0,1,0,484
Jeff Hendrick,midfielder,Newcastle Utd,989d5705,28,2020,74,1.1,16,27,0,35,15,60.0,15,-0.23,0,28.9,0,1,0,784
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,29,2020,76,0.3,10,105,2,268,19,68.4,0,-0.58,1,48.6,1,0,0,841
Jeffrey Schlupp,midfielder,Crystal Palace,3312f911,27,2020,75,1.9,13,51,0,24,64,48.4,21,-0.36,0,40.0,0,1,0,729
Jeison Murillo,defender,Celta Vigo,b233e8e4,28,2020,77,0.8,5,81,2,211,3,66.7,0,0.13,0,60.6,1,0,0,784
Jens Stryger Larsen,defender,Udinese,f91e81c9,29,2020,75,3.0,26,41,0,103,23,60.9,21,-0.37,0,40.7,1,0,0,841
Jesse Lingard,midfielder,West Ham,810e3c74,27,2020,79,4.5,14,16,0,4,43,41.9,0,0.24,0,0.0,0,1,0,729
JesГєs Navas,defender,Sevilla,3f10bd22,34,2020,84,1.1,59,64,1,87,30,76.7,0,0.42,0,62.5,1,0,0,1156
Joachim Andersen,defender,Fulham,e34fc66d,24,2020,77,1.2,13,77,1,309,11,81.8,59,-0.21,0,69.0,1,0,0,576
JoaquГ­n,forward,Betis,4c5b14d2,39,2020,81,0.6,14,26,0,8,29,69.0,21,-0.18,0,39.4,0,0,1,1521
JoaquГ­n Correa,forward,Lazio,45b9b619,25,2020,81,6.9,24,28,0,15,84,41.7,26,0.22,0,37.5,0,0,1,625
Joe Gomez,defender,Liverpool,7a11550b,23,2020,82,0.0,1,7,0,64,4,100.0,80,1.0,0,53.8,1,0,0,529
Joel Ward,defender,Crystal Palace,8a7ff278,30,2020,74,0.1,35,84,2,114,16,75.0,6,-0.79,0,53.3,1,0,0,900
John Brooks,defender,Wolfsburg,e27da244,27,2020,78,1.6,10,102,0,210,11,54.5,18,0.25,1,72.9,1,0,0,729
John Guidetti,forward,AlavГ©s,99bebd12,28,2020,73,0.8,3,3,0,2,0,0.0,15,-1.06,0,50.0,0,0,1,784
John Stones,defender,Manchester City,5eecec3d,26,2020,83,1.8,9,39,1,137,11,90.9,0,1.33,0,66.7,1,0,0,676
Jonas Hofmann,forward,M'Gladbach,2903a856,28,2020,79,4.9,22,53,0,22,35,45.7,27,0.31,0,31.8,0,0,1,784
Jonas Martin,midfielder,Rennes,468fdbad,30,2020,72,0.0,7,24,1,7,7,28.6,14,0.11,0,50.0,0,1,0,900
Jonathan Bamba,midfielder,Lille,b2bd0f6c,24,2020,80,4.2,42,69,0,26,119,43.7,28,0.47,0,35.7,0,1,0,576
Jonathan Schmid,forward,Freiburg,088ca1bd,30,2020,76,1.1,37,65,0,63,39,48.7,27,-0.18,0,44.1,0,0,1,900
Jonathan Tah,defender,Leverkusen,bd142efb,24,2020,78,0.8,7,63,1,162,8,87.5,35,0.3,0,67.0,1,0,0,576
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,28,2020,75,2.5,21,75,0,78,26,76.9,26,-0.27,0,55.1,0,1,0,784
Jonjoe Kenny,defender,Everton,099e666f,23,2020,74,0.0,3,3,0,3,0,0.0,1,-1.78,0,0.0,1,0,0,529
Jonny Evans,defender,Leicester City,f8fcd2a5,32,2020,80,1.7,5,71,1,247,9,88.9,0,0.33,1,71.9,1,0,0,1024
Jordan Amavi,defender,Marseille,22721b88,26,2020,77,0.2,14,38,1,36,20,60.0,3,-0.15,0,67.6,1,0,0,676
Jordan Ayew,forward,Crystal Palace,da052c14,28,2020,75,2.2,30,54,0,17,89,58.4,17,-0.87,0,23.6,0,0,1,784
Jordan Ferri,midfielder,Montpellier,375622c5,28,2020,76,0.1,31,66,1,32,28,57.1,30,-0.1,0,45.5,0,1,0,784
Jordan Henderson,forward,Liverpool,935e6b8f,30,2020,84,1.3,16,58,0,64,15,60.0,45,0.58,0,64.7,0,0,1,900
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,22,2020,73,0.2,9,22,1,61,8,50.0,23,-0.25,0,52.6,1,0,0,484
Jordan Veretout,midfielder,Roma,4a56052c,27,2020,81,8.1,16,34,3,34,18,55.6,17,0.7,0,48.0,0,1,0,729
Jorginho,midfielder,Chelsea,45db685d,28,2020,85,7.3,10,97,3,59,25,68.0,22,1.0,0,56.7,0,1,0,784
Joselu,forward,AlavГ©s,6265208f,30,2020,77,12.8,27,42,1,61,55,50.9,25,-0.12,0,69.6,0,0,1,900
Joshua Kimmich,midfielder,Bayern Munich,49296448,25,2020,89,2.3,16,76,0,76,37,78.4,28,1.35,0,57.6,0,1,0,625
Joshua King,midfielder,Everton,43458538,28,2020,75,0.6,3,5,0,0,7,57.1,13,-0.38,0,45.5,0,1,0,784
Josip Brekalo,forward,Wolfsburg,d4a2533d,22,2020,76,3.6,25,39,1,4,45,64.4,21,0.14,0,41.7,0,0,1,484
Josuha Guilavogui,forward,Wolfsburg,e6c43eec,29,2020,77,0.4,4,46,0,37,7,100.0,14,-0.12,0,62.9,0,0,1,841
JosГ© CallejГіn,forward,Fiorentina,78841da9,33,2020,80,0.4,11,14,0,8,9,66.7,18,-0.87,0,52.9,0,0,1,1089
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,25,2020,84,1.1,4,41,0,134,2,50.0,11,0.52,0,60.8,1,0,0,625
JoГЈo Cancelo,forward,Manchester City,bd6351cd,26,2020,86,1.6,27,109,2,66,81,58.0,20,1.32,0,50.8,0,0,1,676
JoГЈo Moutinho,midfielder,Wolves,f5a00fa4,33,2020,80,0.6,19,122,0,47,18,72.2,21,-0.46,0,48.6,0,1,0,1089
JoГЈo Pedro,forward,Cagliari,81255c03,28,2020,80,12.5,37,26,0,43,80,48.8,0,-0.34,0,42.8,0,0,1,784
Juan Cuadrado,forward,Juventus,0ab1f153,32,2020,83,2.3,23,86,2,42,68,66.2,22,0.99,0,36.4,0,0,1,1024
Juanmi,forward,Betis,84399660,27,2020,75,2.4,4,15,0,4,11,45.5,25,0.44,0,42.9,0,0,1,729
Jules KoundГ©,defender,Sevilla,4d1666ff,21,2020,83,2.0,16,67,0,293,40,75.0,10,0.5,0,60.4,1,0,0,441
Julian Brandt,forward,Dortmund,a167537f,24,2020,81,2.2,20,44,1,10,39,59.0,17,0.7,0,25.0,0,0,1,576
Julian Draxler,midfielder,Paris S-G,1a992676,26,2020,80,1.6,10,27,0,2,25,60.0,15,1.34,0,57.1,0,1,0,676
Junior Sambia,forward,Montpellier,24eb7ed6,23,2020,75,1.0,24,80,0,70,74,50.0,22,-0.4,0,53.9,0,0,1,529
JГ©rГґme Roussillon,defender,Wolfsburg,13203c45,27,2020,77,0.8,11,43,0,43,28,64.3,12,0.15,0,38.5,1,0,0,729
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,29,2020,75,1.2,4,36,0,27,27,37.0,24,-0.23,0,41.3,0,1,0,841
Kai Havertz,midfielder,Chelsea,fed7cb61,21,2020,84,5.5,28,22,1,23,37,51.4,13,0.96,0,46.7,0,1,0,441
