"Player","Pos","Squad","id","Age","Season","RATING","xG","xA","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Att.5","Succ%","TotDist.1","Mn/Sub","onxG","xG+/-90","OG","Recov","Won%","def","mid","forw","Age^2"
"Nordi Mukiele","defender","RB Leipzig","ac73ec79","22","2020","81","2.6","1.8","38","67","2","43","51","23","56.5","3447","16","33.5","1.14","0","93","63.5","1","0","0","484"
"Oleksandr Zinchenko","defender","Manchester City","51cf8561","23","2020","80","0.7","1.1","13","48","0","45","11","9","66.7","4077","28","30.8","1.12","0","96","65.9","1","0","0","529"
"Olivier Giroud","forward","Chelsea","16ceb862","33","2020","79","4.2","0.3","7","9","0","11","52","2","100","279","18","14","0.96","0","22","41.1","0","0","1","1089"
"Ondrej Duda","forward","KГ¶ln","79ca3e23","25","2020","75","6.4","4.3","32","55","0","23","40","72","70.8","4039","0","32.2","-0.33","0","148","34.7","0","0","1","625"
"Oriol Romeu","midfielder","Southampton","4b511457","28","2020","78","0.5","1","14","99","0","44","8","17","82.4","3642","31","20.6","0.02","0","161","52.5","0","1","0","784"
"OtГЎvio","midfielder","Bordeaux","243f4a0b","26","2020","81","0.4","0.2","10","80","0","62","2","8","62.5","2369","0","17.5","-0.38","0","112","42.9","0","1","0","676"
"Ousmane DembГ©lГ©","forward","Barcelona","b19db005","23","2020","83","5.6","5.3","25","23","1","6","136","99","63.6","6842","27","34.5","0.7","0","62","42.9","0","0","1","529"
"Pablo Sarabia","forward","Paris S-G","9744ff80","28","2020","80","5.3","4.4","17","20","0","12","83","22","36.4","2441","18","28.7","0.74","0","54","26.7","0","0","1","784"
"Pascal GroГџ","forward","Brighton","8aec0537","29","2020","76","4.9","5.1","30","68","1","43","65","20","45","4586","13","36.1","0.43","0","149","33.8","0","0","1","841"
"Patric","defender","Lazio","f7223718","27","2020","74","0.5","1","9","48","1","104","8","3","33.3","4487","24","28.4","0.16","0","90","48.3","1","0","0","729"
"Patrick Cutrone","forward","Fiorentina","a4fe8cda","22","2020","73","0.2","0","1","5","0","1","7","0","0","210","18","2.9","-0.29","0","5","30","0","0","1","484"
"Patrick Herrmann","forward","M'Gladbach","dfb6490a","29","2020","74","2.3","2.1","14","19","0","11","42","16","62.5","1146","12","17.6","0.53","0","49","26.7","0","0","1","841"
"Patrik Schick","forward","Leverkusen","5d4f7d61","24","2020","79","9.2","1.3","7","10","0","26","112","29","69","1409","27","31.4","0.27","0","33","47.6","0","0","1","576"
"Paul Dummett","defender","Newcastle Utd","3fe6bd8c","28","2020","74","0.3","0.3","7","32","0","85","5","4","75","1091","24","19.8","-0.26","0","44","55.7","1","0","0","784"
"Paul Pogba","midfielder","Manchester Utd","867239d3","27","2020","87","2.8","1.8","23","62","0","54","58","65","67.7","4978","23","30.8","0.24","0","148","62.5","0","1","0","729"
"Paulo Dybala","forward","Juventus","e0921a4f","26","2020","87","4.6","2.6","13","15","0","2","61","47","57.4","2886","17","22.9","0.83","0","32","18.2","0","0","1","676"
"Pavel KadeЕ™ГЎbek","midfielder","Hoffenheim","79c90e45","28","2020","78","1.1","3.2","25","33","0","39","36","20","25","2408","31","27.6","0.01","0","53","50","0","1","0","784"
"Pedro","midfielder","Roma","3ca7254a","33","2020","78","4.2","2.2","13","31","1","8","45","40","65","3455","24","30.4","0.49","0","67","20","0","1","0","1089"
"Peter PekarГ­k","defender","Hertha BSC","c18d22f5","33","2020","74","1.8","1.3","11","51","0","69","19","9","55.6","2957","19","24.7","-0.07","0","80","51.7","1","0","0","1089"
"Phil Foden","forward","Manchester City","ed1e53f3","20","2020","84","5","2.6","17","33","0","14","121","67","56.7","3812","20","32.1","0.9","0","72","38.1","0","0","1","400"
"Philipp Lienhart","defender","Freiburg","302527b2","24","2020","76","1.9","0.3","14","63","0","220","15","7","57.1","7865","0","44.3","-0.21","0","169","57.8","1","0","0","576"
"Pierre Lees-Melou","midfielder","Nice","f5044e54","27","2020","76","4.7","1.2","15","96","1","62","29","32","75","4130","27","30.4","-0.22","0","146","42.4","0","1","0","729"
"Pierrick Capelle","forward","Angers","79b2399c","33","2020","75","3","1.7","36","100","0","54","28","39","56.4","4234","17","26.1","-0.32","0","177","45.2","0","0","1","1089"
"Piotr ZieliЕ„ski","midfielder","Napoli","a5296e55","26","2020","81","5.3","3.4","19","36","0","25","85","95","61.1","5886","20","46.6","0.53","0","108","33.3","0","1","0","676"
"Pol Lirola","midfielder","Marseille","ff800ed8","22","2020","76","1.3","2.3","25","53","0","41","42","48","60.4","3192","18","21.7","0.06","0","84","63","0","1","0","484"
"Presnel Kimpembe","defender","Paris S-G","aef6e670","24","2020","83","0.3","1","4","76","4","180","11","12","75","6857","14","49","0.83","0","163","60.7","1","0","0","576"
"Rafael TolГіi","defender","Atalanta","c56dc39e","29","2020","80","3.3","1.5","36","84","0","103","52","16","50","4863","32","54.3","0.85","0","190","62.2","1","0","0","841"
"Raheem Sterling","forward","Manchester City","b400bde0","25","2020","88","11","5.3","37","36","0","4","213","122","54.1","6339","19","53.9","1.09","0","99","30","0","0","1","625"
"Ramy Bensebaini","defender","M'Gladbach","378825c7","25","2020","79","2.3","1.1","24","90","0","97","32","22","59.1","3405","17","28","0.13","0","148","62.1","1","0","0","625"
"Rani Khedira","midfielder","Augsburg","59e4b92e","26","2020","74","1.1","0.7","14","60","0","64","15","2","100","1465","9","20.6","-0.6","0","82","60","0","1","0","676"
"Raphael Framberger","defender","Augsburg","626fab5f","24","2020","71","0","1.4","28","78","1","71","9","21","42.9","2688","29","18.2","-0.54","1","75","44.7","1","0","0","576"
"RaphaГ«l Guerreiro","defender","Dortmund","048a1cbc","26","2020","84","3.8","8.7","23","58","1","61","94","48","66.7","6892","16","50.4","0.84","0","174","26.1","1","0","0","676"
"RaphaГ«l Varane","defender","Real Madrid","9f8e9423","27","2020","86","2.8","0.3","11","58","2","213","23","5","100","7940","0","51","0.73","1","150","76","1","0","0","729"
"Reece Oxford","defender","Augsburg","8b6e0db2","21","2020","70","1.2","0.4","5","55","0","139","15","6","66.7","2514","17","18.7","-0.54","0","63","56.7","1","0","0","441"
"Reiss Nelson","forward","Arsenal","c5bdb6e3","20","2020","73","0.1","0","1","2","0","1","4","4","25","184","36","1.2","0.56","0","5","0","0","0","1","400"
"Remo Freuler","midfielder","Atalanta","98d2c2c4","28","2020","80","1.9","3.5","25","102","2","48","49","55","70.9","7558","14","58","0.97","0","258","41.5","0","1","0","784"
"Renato Steffen","forward","Wolfsburg","dd669209","28","2020","78","4.1","2.7","22","46","0","19","53","18","44.4","2132","28","24.9","0.4","0","96","37.2","0","0","1","784"
"Ricardo RodrГ­guez","defender","Torino","7f78ad23","27","2020","76","0.6","0.3","14","41","0","49","4","7","57.1","2269","37","17.8","-0.33","0","53","57.1","1","0","0","729"
"Riccardo Orsolini","forward","Bologna","e14ec482","23","2020","76","9.3","2.1","33","47","0","32","73","64","56.3","3143","20","27.7","-0.27","0","83","50","0","0","1","529"
"Riccardo Saponara","forward","Spezia","3bb7af3b","28","2020","75","1","0.8","4","5","0","6","20","14","64.3","944","11","6.6","0.36","0","31","57.1","0","0","1","784"
"Riyad Mahrez","forward","Manchester City","892d5bb1","29","2020","86","4.7","5.7","23","28","0","5","138","81","55.6","5313","14","35.1","0.65","0","80","51.7","0","0","1","841"
"Rob Holding","defender","Arsenal","d79a8c87","24","2020","77","1","0.4","7","67","0","283","22","11","72.7","6434","24","37.2","0.12","1","138","54.2","1","0","0","576"
"Robert Lewandowski","forward","Bayern Munich","8d78e732","31","2020","92","31.3","4.5","26","18","0","11","206","43","51.2","3153","34","66","1.21","0","65","44.9","0","0","1","961"
"Roberto Firmino","forward","Liverpool","4c370d81","28","2020","85","11.3","4.6","29","44","0","18","176","83","71.1","4862","23","57.5","0.66","0","109","22.9","0","0","1","784"
"Roberto Gagliardini","midfielder","Inter","ce30bfc8","26","2020","77","1.2","1.2","9","49","0","28","34","7","57.1","2093","17","25.1","0.62","0","55","63.3","0","1","0","676"
"Roberto Pereyra","midfielder","Udinese","75f2c59f","29","2020","80","4","3","28","45","0","44","105","86","41.9","6534","0","39.4","-0.2","0","156","33.3","0","1","0","841"
"Roberto Soriano","midfielder","Bologna","9d4c45d6","29","2020","78","6.9","3.8","38","66","0","58","94","56","64.3","6624","0","52.2","-0.15","0","184","37","0","1","0","841"
"Robin Gosens","defender","Atalanta","2d970560","26","2020","83","8.4","3.9","34","87","0","55","109","40","65","4608","39","54","0.9","1","167","64.3","1","0","0","676"
"Robin Knoche","defender","Union Berlin","6bd5cd5d","28","2020","76","1.3","1.2","11","93","2","247","21","12","66.7","7297","0","46.9","0.18","0","243","50","1","0","0","784"
"Robin Koch","forward","Leeds United","ea6bc03a","24","2020","77","0.7","0.1","2","54","2","119","11","6","66.7","2928","11","20.3","0.11","0","76","56.1","0","0","1","576"
"Rodri","midfielder","Manchester City","6434f10d","24","2020","86","2.4","2.2","15","108","3","95","43","33","84.8","8270","13","56.1","1.02","0","285","71.8","0","1","0","576"
"Rodrigo","midfielder","Leeds United","1fb1c435","29","2020","79","5.1","2.7","18","19","0","18","68","25","64","2212","28","22.5","-0.06","0","64","41.1","0","1","0","841"
"Rodrigo Bentancur","midfielder","Juventus","3b8674e6","23","2020","78","0.6","1.8","21","110","1","101","15","51","68.6","5484","20","51.5","1","0","205","58.8","0","1","0","529"
"RogГ©rio","defender","Sassuolo","10e7f486","22","2020","70","0.5","1.4","20","57","0","79","35","48","50","4858","19","32","0.14","0","93","44.8","1","0","0","484"
"Rolando Mandragora","midfielder","Torino","c7259b83","23","2020","75","2.8","0.9","9","39","0","28","22","17","64.7","1583","0","24.1","-0.32","0","85","52.9","0","1","0","529"
"Romain Hamouma","forward","Saint-Г‰tienne","0b4d8274","33","2020","75","4.8","2.5","24","19","0","7","80","84","42.9","3686","32","25.4","-0.07","0","69","27.7","0","0","1","1089"
"Romain Thomas","defender","Angers","275e2c51","32","2020","76","2.6","0.6","6","97","0","242","22","3","66.7","4758","0","36.7","-0.2","0","186","64.7","1","0","0","1024"
"Romelu Lukaku","forward","Inter","5eae500a","27","2020","88","23","5.4","39","14","0","39","215","93","57","3815","23","61.5","0.89","0","51","44.1","0","0","1","729"
"RonaГ«l Pierre-Gabriel","defender","Brest","64ba07c0","22","2020","73","0.5","1.4","25","90","0","99","16","57","61.4","4280","10","29.8","-0.42","0","120","44.7","1","0","0","484"
"Ross Barkley","midfielder","Aston Villa","3a24769f","26","2020","78","3.1","2.4","11","11","1","18","53","43","67.4","2834","26","22.5","-0.09","0","70","48.8","0","1","0","676"
"Ruben Aguilar","forward","Monaco","3dd738a1","27","2020","79","0.9","5.8","24","110","1","53","58","29","41.4","5100","14","38.2","0.54","0","139","54.8","0","0","1","729"
"Ruben Loftus-Cheek","midfielder","Fulham","e97fd090","24","2020","75","3.4","1.1","20","32","0","20","67","72","52.8","4067","23","24.8","-0.11","0","100","37.3","0","1","0","576"
"RubГ©n Duarte","defender","AlavГ©s","1fe0492d","24","2020","77","1.4","2.7","29","121","0","93","12","13","38.5","2698","45","33.2","-0.05","0","120","62.5","1","0","0","576"
"RubГ©n Pardo","midfielder","Bordeaux","2306bfde","27","2020","72","0","0","1","1","0","0","0","0","0","32","12","0.1","-0.83","0","1","0","0","1","0","729"
"RubГ©n Sobrino","forward","CГЎdiz","19b776e9","28","2020","74","2","0.4","5","44","0","13","21","33","51.5","1551","32","11.7","-0.68","0","53","43.1","0","0","1","784"
"Ryan Bertrand","defender","Southampton","1226327","30","2020","76","0.4","2","34","90","1","58","42","9","33.3","4066","0","30.9","-0.28","0","89","41.1","1","0","0","900"
"Ryan Fraser","forward","Newcastle Utd","d56543a0","26","2020","75","0.9","1.7","16","10","0","12","22","4","75","1378","27","10.7","-0.22","0","30","18.5","0","0","1","676"
"RГєben Vezo","defender","Levante","c67cd65c","26","2020","76","0.3","0.8","12","80","3","217","12","14","71.4","5842","17","25.2","-0.48","1","131","57.8","1","0","0","676"
"Sadio ManГ©","forward","Liverpool","c691bfe2","28","2020","89","14.1","5.3","39","63","0","16","244","144","56.9","7394","22","56.6","0.77","0","117","35.7","0","0","1","784"
"Samuel Moutoussamy","forward","Nantes","af0c835b","23","2020","68","0.1","0","0","0","0","0","0","0","0","91","0","0.2","-0.34","0","2","0","0","0","1","529"
"Samuel Umtiti","defender","Barcelona","3eed9821","26","2020","80","0.2","0.1","1","14","0","50","2","1","100","2220","21","14.8","1.44","0","36","56","1","0","0","676"
"Sanjin PrciД‡","midfielder","Strasbourg","51c30111","26","2020","69","0.2","0.6","4","7","1","3","1","1","100","768","14","7.3","0.23","0","25","100","0","1","0","676"
"Santiago AscacГ­bar","midfielder","Hertha BSC","e26fcca3","23","2020","74","0.3","0.3","12","43","0","22","10","6","33.3","904","33","9.1","-0.38","0","64","52.9","0","1","0","529"
"SaГ®f-Eddine Khaoui","forward","Marseille","796b1c41","25","2020","71","0.9","0.4","7","31","0","6","12","16","56.3","747","22","6.5","-0.23","0","42","7.7","0","0","1","625"
"SaЕЎa LukiД‡","midfielder","Torino","c6e8cf1f","23","2020","75","1.8","1.5","32","49","0","20","40","37","62.2","3868","27","27.4","-0.39","0","101","29.5","0","1","0","529"
"Scott McTominay","midfielder","Manchester Utd","d93c2511","23","2020","80","2.1","0.7","18","80","0","82","33","35","74.3","5379","11","37.4","0.45","0","154","61.5","0","1","0","529"
"Sead KolaЕЎinac","forward","Schalke 04","3935e52e","27","2020","75","0.3","0.9","12","40","0","49","29","24","62.5","2295","17","11.4","-1","0","104","40","0","0","1","729"
"Sebastian Rudy","midfielder","Hoffenheim","80f36c88","30","2020","76","0.8","3.1","35","48","1","39","24","24","37.5","2254","24","28.3","0.08","0","101","37","0","1","0","900"
"Seko Fofana","midfielder","Lens","5313ed43","25","2020","78","2.9","1.5","21","50","1","32","54","74","55.4","5893","26","35.7","0.01","0","155","68.8","0","1","0","625"
"Serge Gnabry","forward","Bayern Munich","88e357ef","25","2020","85","8","5.9","26","65","0","8","127","51","47.1","4512","25","47.3","1.44","0","91","30.8","0","0","1","625"
"Sergej MilinkoviД‡-SaviД‡","midfielder","Lazio","4e6dbac4","25","2020","85","6.9","4.6","30","92","0","83","78","43","69.8","6084","0","47.2","0.27","0","212","53.8","0","1","0","625"
"Sergio Busquets","midfielder","Barcelona","5ab0ea87","32","2020","86","0.3","4.1","19","116","2","66","13","9","88.9","5980","25","53","0.78","0","182","50.6","0","1","0","1024"
"Sergio CГіrdova","forward","Arminia","229cd98a","22","2020","70","3.5","1","14","25","0","12","34","33","36.4","1263","22","9.6","-0.81","0","51","36.6","0","0","1","484"
"Sergio Ramos","defender","Real Madrid","08511d65","34","2020","88","4.2","0.3","7","34","1","123","18","7","71.4","4106","0","25.8","0.79","0","82","68.2","1","0","0","1156"
"Shane Long","forward","Southampton","9f472354","33","2020","72","0.1","0","5","5","0","1","5","5","40","180","12","1.9","-1.59","0","7","54.5","0","0","1","1089"
"Simon KjГ¦r","defender","Milan","8b8a56ce","31","2020","83","1.6","0.6","8","87","0","261","20","0","0","4211","0","49.3","0.57","0","126","55.7","1","0","0","961"
"Simone Verdi","midfielder","Torino","0375723e","28","2020","75","3.5","4.7","16","27","2","7","32","63","61.9","3234","27","24.7","-0.06","0","78","22.2","0","1","0","784"
"Sofiane Boufal","forward","Angers","b0c71810","26","2020","74","1.7","0.3","12","20","0","2","28","68","50","1952","22","10.4","0.15","0","49","50","0","0","1","676"
"Solly March","forward","Brighton","bb5fbd2b","26","2020","75","1.7","2.5","31","71","0","44","50","63","69.8","4400","23","27.9","0.51","0","117","38.9","0","0","1","676"
"Stanislav Lobotka","midfielder","Napoli","e1cbb531","25","2020","77","0","0","1","1","1","1","0","3","66.7","496","10","3.6","0.07","0","10","33.3","0","1","0","625"
"Stefan Ilsanker","forward","Eint Frankfurt","8494acc4","31","2020","73","1.3","0.6","12","63","2","118","12","12","75","2330","16","27.1","-0.15","0","121","54.9","0","0","1","961"
"Stefan Posch","defender","Hoffenheim","7f609bfc","23","2020","75","0.7","1","37","89","1","160","17","19","42.1","5187","15","35","0.05","0","121","59.5","1","0","0","529"
"Stefan SaviД‡","defender","AtlГ©tico Madrid","f6ac68c1","29","2020","84","0.8","0.4","14","82","0","201","14","6","100","5834","0","44.8","0.39","0","156","66.4","1","0","0","841"
"Stefan de Vrij","defender","Inter","d0d8dd44","28","2020","85","1.2","0.5","2","69","0","223","18","6","83.3","7907","17","58.1","0.9","0","147","61.5","1","0","0","784"
"Stefano Okaka","forward","Udinese","601ef102","30","2020","75","3.8","0.7","8","12","0","24","62","27","63","1286","26","16.1","-0.49","0","36","47.3","0","0","1","900"
"Stefano Sensi","midfielder","Inter","b70bde8f","24","2020","80","1.1","1.1","5","16","0","6","13","14","50","1530","26","14.1","0.96","0","49","50","0","1","0","576"
"Stevan JovetiД‡","forward","Monaco","f36c432f","30","2020","77","5.5","1.1","22","11","0","4","58","25","60","1719","20","20.8","1.42","0","45","33.3","0","0","1","900"
"StГ©phane Bahoken","forward","Angers","5046b7d4","28","2020","75","8.3","0.5","19","18","0","9","72","24","58.3","1948","28","19.8","-0.34","0","40","32.1","0","0","1","784"
"Suat Serdar","midfielder","Schalke 04","b3325a30","23","2020","76","2.1","0.9","26","78","0","44","44","63","61.9","3232","12","17.9","-1.17","1","148","42.4","0","1","0","529"
"SГ©amus Coleman","forward","Everton","0420d84f","31","2020","78","0.9","1.6","18","52","2","73","29","33","60.6","3113","23","21.8","0.04","0","124","45","0","0","1","961"
"Tanguy Ndombele","midfielder","Tottenham","5cdddffa","23","2020","82","1.6","1.5","21","60","0","26","38","99","74.7","4952","13","27.1","-0.21","0","122","35.7","0","1","0","529"
"Theo HernГЎndez","defender","Milan","d4c9725f","22","2020","86","4.3","4.7","44","82","5","107","84","119","61.3","10146","0","62.6","0.73","0","211","66.7","1","0","0","484"
"Theo Walcott","midfielder","Southampton","1ecb65be","31","2020","76","2.3","1.3","13","37","0","13","60","51","33.3","2248","15","16.4","-0.59","0","61","31.4","0","1","0","961"
"Thiago Mendes","midfielder","Lyon","c6e5d20f","28","2020","78","1","2.5","7","76","2","48","17","23","65.2","4044","27","49.1","0.86","0","206","54.3","0","1","0","784"
"Thiago Silva","defender","Chelsea","86e7deaf","35","2020","85","1.7","0.5","4","53","1","243","19","3","66.7","7624","0","37.5","0.99","0","133","63.5","1","0","0","1225"
"Thilo Kehrer","defender","Paris S-G","51dbeea9","23","2020","76","0.8","0.8","9","46","1","99","12","5","60","3726","32","37.2","1.06","0","106","61.2","1","0","0","529"
"Thomas Delaney","midfielder","Dortmund","fe641c1a","28","2020","81","0.6","0.4","12","62","1","33","11","5","40","1649","30","24","0.31","0","85","72.5","0","1","0","784"
"Thomas Lemar","midfielder","AtlГ©tico Madrid","4dbd0916","24","2020","83","1.6","2.4","23","41","0","15","28","49","85.7","3372","23","20.1","0.46","0","73","41.2","0","1","0","576"
"Thomas Mangani","midfielder","Angers","c801616a","33","2020","74","3.3","3.3","27","92","0","65","20","16","62.5","5574","24","31.8","-0.26","0","193","48.8","0","1","0","1089"
"Thomas Meunier","defender","Dortmund","e162b013","28","2020","77","1","2.1","25","48","2","50","33","20","75","4800","12","29.3","0.52","0","113","46.7","1","0","0","784"
"Thomas Monconduit","midfielder","Lorient","84d94b91","29","2020","71","1.2","0.9","14","41","1","32","7","22","63.6","2102","18","16","-0.45","0","82","41.9","0","1","0","841"
"Thomas MГјller","midfielder","Bayern Munich","3c6089ab","30","2020","87","8.2","12.8","55","70","1","28","205","36","75","3988","27","65.4","1.04","0","109","41.5","0","1","0","900"
"Thomas Partey","midfielder","Arsenal","529f49ab","27","2020","83","1.3","1.1","11","67","0","42","9","35","80","4386","17","19.5","0.19","0","140","56.1","0","1","0","729"
"Thorgan Hazard","midfielder","Dortmund","50871bcc","27","2020","82","0.8","3","7","18","0","8","22","12","50","1262","18","15.8","1.13","0","44","9.1","0","1","0","729"
"Timo Werner","forward","Chelsea","49fe9070","24","2020","84","11.4","3.2","23","28","0","5","179","80","36.3","4907","20","47.5","0.82","0","79","22.2","0","0","1","576"
"Timothy Castagne","defender","Leicester City","197640fd","24","2020","79","1.1","1.3","30","81","1","70","40","24","45.8","3963","0","37","0.28","0","129","48.2","1","0","0","576"
"Timothy Fosu-Mensah","defender","Leverkusen","a9142dc3","22","2020","73","0.2","0.2","6","11","0","14","4","5","60","847","45","5.3","-0.18","0","24","80","1","0","0","484"
"Timothy Weah","forward","Lille","8eec784d","20","2020","74","3","0.9","10","19","0","3","34","15","53.3","1349","19","13","0.54","0","33","35.5","0","0","1","400"
"Tobias Strobl","midfielder","Augsburg","17780d2b","30","2020","74","0.9","0.7","18","49","0","49","15","12","75","2274","21","19.6","-0.61","0","131","38.8","0","1","0","900"
"Tom Davies","midfielder","Everton","9228b07c","22","2020","75","0.2","1","24","65","2","57","4","24","75","2495","9","17.1","-0.39","0","102","41.7","0","1","0","484"
"TomГЎs RincГіn","midfielder","Torino","f1cfc209","32","2020","74","1.3","1.9","18","99","0","75","26","50","72","3840","33","41.1","-0.26","0","175","57.1","0","1","0","1024"
"Toni Kroos","midfielder","Real Madrid","6ce1f46f","30","2020","88","2.3","5.9","13","57","3","35","26","18","88.9","6989","24","36","0.49","0","125","60","0","1","0","900"
"Tony Jantschke","defender","M'Gladbach","34b54da7","30","2020","73","0.2","0","2","6","0","11","3","0","0","663","7","6.6","0.81","0","26","42.9","1","0","0","900"
"Trent Alexander-Arnold","defender","Liverpool","cd1acf9d","21","2020","87","2.6","7.5","52","105","3","73","81","61","52.5","9462","19","61.2","0.71","0","258","25.8","1","0","0","441"
"Tristan DingomГ©","midfielder","Reims","92b56413","29","2020","72","0","0","1","0","0","0","0","0","0","48","15","0.1","-0.45","0","2","0","0","1","0","841"
"Tyrone Mings","defender","Aston Villa","8397a50c","27","2020","78","1.9","0.5","12","73","3","342","37","8","75","6061","0","48.7","0.05","1","209","72","1","0","0","729"
"Valentin Rongier","midfielder","Marseille","ed45c4a5","25","2020","77","0.7","1.6","17","121","1","40","15","38","68.4","4092","32","27.2","0.09","0","143","53.2","0","1","0","625"
"Victor LindelГ¶f","defender","Manchester Utd","f5deef4c","26","2020","80","0.6","0.7","9","52","1","263","8","4","50","8460","0","47.8","0.61","0","145","66","1","0","0","676"
"Vincent Manceau","defender","Angers","c26a3918","31","2020","74","0.2","1.5","22","77","0","74","7","20","50","4045","30","27.1","-0.28","0","132","54.2","1","0","0","961"
"Vincent Pajot","midfielder","Metz","f86ca403","29","2020","70","0.6","0.2","4","77","0","15","9","8","50","1555","25","10.9","-0.16","0","59","54.5","0","1","0","841"
"Vincenzo Grifo","midfielder","Freiburg","54e4866f","27","2020","79","8.1","5.9","33","45","1","18","69","57","54.4","4630","33","36","-0.12","0","135","48","0","1","0","729"
"Virgil van Dijk","defender","Liverpool","e06683ca","29","2020","89","0.2","0","0","8","1","23","5","0","0","1153","0","10","1.18","0","19","66.7","1","0","0","841"
"VladimГ­r Darida","midfielder","Hertha BSC","3eb0f2df","29","2020","76","1.7","4.1","36","61","0","16","36","34","58.8","3350","17","26.3","-0.22","0","120","46.2","0","1","0","841"
"Wahbi Khazri","forward","Saint-Г‰tienne","2677a1de","29","2020","76","4.8","0.9","13","28","0","13","34","59","44.1","2472","26","16","0.13","0","58","14.8","0","0","1","841"
"Walace","midfielder","Udinese","26db8853","25","2020","73","0.7","0.6","22","84","0","56","12","33","72.7","3645","26","24.6","-0.52","0","179","48.1","0","1","0","625"
"Weston McKennie","midfielder","Juventus","01c3aff5","21","2020","77","4.9","2.4","17","62","0","42","71","23","82.6","2278","23","38.2","1.09","0","100","50.9","0","1","0","441"
"Wilfred Ndidi","forward","Leicester City","6b47c5db","23","2020","85","0.7","0.6","15","157","0","110","14","30","53.3","3963","22","34.6","0.31","0","227","64.4","0","0","1","529"
"Wilfried Zaha","forward","Crystal Palace","b2bc3b1f","27","2020","82","8.1","3.9","34","35","0","2","146","117","47","5803","45","29","-0.55","0","102","25.7","0","0","1","729"
"Willi Orban","defender","RB Leipzig","20030c06","27","2020","81","3.8","1.4","7","80","0","172","37","11","72.7","7969","28","51.5","1.05","0","143","68.1","1","0","0","729"
"Wissam Ben Yedder","forward","Monaco","942b4f90","29","2020","84","19.6","5.2","21","31","0","5","169","59","50.8","3184","38","51","0.82","0","87","35.7","0","0","1","841"
"Xherdan Shaqiri","midfielder","Liverpool","6421ec64","28","2020","79","0.5","1.8","8","9","0","2","12","9","66.7","1086","20","8.4","0.07","0","34","22.2","0","1","0","784"
"Yacine Adli","midfielder","Bordeaux","26777636","20","2020","75","1.9","3","22","113","2","40","25","79","63.3","5988","32","30.4","-0.37","0","172","50","0","1","0","400"
"Yannick Gerhardt","midfielder","Wolfsburg","62ab9184","26","2020","77","3.9","2.7","24","73","0","39","61","28","50","2803","20","29.2","0.04","0","109","41.9","0","1","0","676"
"Yerry Mina","defender","Everton","6d5701f2","25","2020","79","1.6","0.1","6","45","1","208","26","3","33.3","5532","2","27.9","0.1","0","93","67.7","1","0","0","625"
"Youri Tielemans","midfielder","Leicester City","56f7a928","23","2020","84","4.4","4","40","132","1","53","44","64","67.2","6376","34","54.2","0.24","0","271","54.8","0","1","0","529"
"Youssef En-Nesyri","forward","Sevilla","04e17fd5","23","2020","82","15.6","1.3","10","25","0","26","138","36","41.7","1511","28","38.5","0.5","0","43","55.2","0","0","1","529"
"Youssouf Sabaly","defender","Bordeaux","fbbb9269","27","2020","74","0.6","1.5","51","96","2","98","22","71","57.7","5801","0","37.8","-0.33","0","169","50","1","0","0","729"
"Yussuf Poulsen","forward","RB Leipzig","d2416c2e","26","2020","77","4.6","1.4","14","16","0","13","76","38","68.4","1402","22","27.6","0.88","0","65","54.9","0","0","1","676"
"Yves Bissouma","midfielder","Brighton","6c203af0","23","2020","79","1.4","1.4","18","168","0","99","11","73","72.6","7336","29","45.1","0.4","0","271","63.3","0","1","0","529"
"Zaydou Youssouf","midfielder","Saint-Г‰tienne","e2f9bb5f","21","2020","71","1.4","0.6","1","55","1","17","7","31","74.2","2443","19","17.3","-0.03","0","79","31.8","0","1","0","441"
"ГЃdГЎm Szalai","forward","Mainz 05","53e07d0b","32","2020","71","2.4","0.8","10","9","0","6","38","13","46.2","567","17","11.5","0.42","0","29","32.9","0","0","1","1024"
"ГЃngel Correa","forward","AtlГ©tico Madrid","01eb744d","25","2020","83","7.8","4.8","19","60","0","16","147","90","58.9","3199","35","37.5","0.55","0","118","22.7","0","0","1","625"
"ГЃngel Di MarГ­a","forward","Paris S-G","19cda00b","32","2020","87","4.7","10.4","28","32","0","13","84","78","51.3","5564","25","47.1","1.28","0","59","0","0","0","1","1024"
"Г‡aДџlar SГ¶yГјncГј","defender","Leicester City","21166ff4","24","2020","80","0.7","0.3","7","55","1","137","25","6","66.7","5904","27","33.4","0.37","0","91","62.9","1","0","0","576"
"Г“scar Duarte","defender","Levante","aa0ac32d","31","2020","73","0.8","0.4","2","58","1","251","15","3","100","3396","21","24.4","-0.42","0","111","60.2","1","0","0","961"
"Д°lkay GГјndoДџan","midfielder","Manchester City","819b3158","29","2020","85","9","3.3","17","45","0","20","79","39","69.2","6098","19","43.1","1.2","0","132","45.8","0","1","0","841"
"Aaron Cresswell","defender","West Ham","4f974391","31","2021","78","1.1","3","44","63","0","126","22","17","47.1","5741","0","38.6","-0.08","0","163","57.1","1","0","0","961"
"Aaron Ramsey","midfielder","Juventus","ef619b0b","30","2021","62","0","0","0","1","0","1","2","0","0","100","20","0.7","-1.36","0","4","0","0","1","0","900"
"Abdou Diallo","defender","Paris S-G","fc62f087","25","2021","77","0.1","1.1","10","32","1","51","7","26","73.1","2767","11","15.5","0.62","0","45","70","1","0","0","625"
